1024B-ACK,1024B-FaF,1024B-throughput-opt,128B-ACK,128B-FaF,12B-ACK,12B-FaF
53.79683,45.64655,53.0539,7.94174,8.63616,5.97233,2.35682
53.79942,45.6462,53.05042,7.94133,8.63561,5.97097,2.3567
53.799,45.64284,53.0531,7.94093,8.63532,5.97051,2.35628
53.79855,45.64542,53.05274,7.94052,8.63495,5.96986,2.3558
53.79522,45.64492,53.05228,7.94012,8.63448,5.9697,2.35413
53.79757,45.64453,53.04888,7.94072,8.63318,5.9693,2.35401
53.79734,45.64099,53.05147,7.9403,8.63269,5.96889,2.35364
53.79694,45.64369,53.05106,7.93972,8.63234,5.96811,2.35312
53.79361,45.64319,53.05065,7.9375,8.63184,5.96788,2.35232
53.79621,45.64285,53.04725,7.93709,8.6315,5.96672,2.35215
53.79578,45.63943,53.04965,7.93669,8.63096,5.96627,2.35191
53.79534,45.64206,53.04949,7.93629,8.63041,5.96561,2.35143
53.79501,45.64157,53.04904,7.93588,8.63011,5.96546,2.34976
53.8036,45.64117,53.04563,7.93548,8.62981,5.96505,2.34964
53.80312,45.63775,53.04822,7.93508,8.62927,5.96464,2.34927
53.80273,45.64013,53.04782,7.93467,8.62898,5.96399,2.34875
53.79928,45.63983,53.04742,7.93426,8.62748,5.96383,2.34808
53.802,45.63949,53.04401,7.93368,8.62714,5.96348,2.34796
53.80157,45.63608,53.04665,7.93345,8.62664,5.96302,2.34754
53.80112,45.63866,53.04625,7.93405,8.62629,5.96236,2.34706
53.7978,45.63821,53.04579,7.93364,8.62575,5.96121,2.34539
53.80032,45.63782,53.04231,7.93324,8.62521,5.9618,2.34528
53.79991,45.63445,53.04498,7.93084,8.62491,5.96039,2.34491
53.79951,45.63702,53.04457,7.93043,8.62454,5.95974,2.34439
53.79619,45.63648,53.04417,7.93003,8.62407,5.95958,2.34372
53.79854,45.63614,53.04077,7.92963,8.62377,5.95923,2.3436
53.79836,45.63259,53.04336,7.92922,8.62228,5.95977,2.34318
53.7979,45.6353,53.043,7.92865,8.62193,5.95799,2.3427
53.78858,45.63485,53.04254,7.92841,8.62144,5.95776,2.34091
53.7891,45.63446,53.03914,7.928,8.62109,5.95755,2.34074
53.7887,45.63104,53.04153,7.9276,8.62054,5.95715,2.34054
53.7883,45.63362,53.04132,7.9272,8.62001,5.95549,2.34002
53.78498,45.63313,53.04093,7.92679,8.61971,5.95533,2.33935
53.78757,45.63278,53.03752,7.92739,8.61941,5.95498,2.33923
53.78714,45.62936,53.04111,7.92699,8.61887,5.95552,2.33881
53.78669,45.63174,53.04876,7.92659,8.61857,5.95387,2.33834
53.78324,45.63149,53.0493,7.92418,8.61807,5.95372,2.33667
53.78589,45.6311,53.04489,7.9236,8.61673,5.95331,2.33655
53.78548,45.62768,53.04754,7.92338,8.61624,5.95291,2.33618
53.78608,45.63026,53.04709,7.92297,8.6159,5.95225,2.33566
53.78176,45.62976,53.04668,7.92257,8.61535,5.95209,2.33499
53.78436,45.62942,53.0432,7.92217,8.6148,5.95174,2.33486
53.78393,45.62605,53.04586,7.92176,8.61451,5.95028,2.33444
53.78348,45.62864,53.03851,7.92136,8.61414,5.94963,2.33397
53.78015,45.62814,53.03705,7.92096,8.61366,5.94947,2.3323
53.7825,45.62774,53.03365,7.92055,8.61338,5.94906,2.33218
53.78227,45.6242,53.03625,7.92015,8.61288,5.94866,2.33182
53.78188,45.6269,53.03584,7.92056,8.61153,5.94788,2.33129
53.77855,45.62641,53.03543,7.92033,8.61104,5.94765,2.3305
53.78114,45.62607,53.03202,7.91793,8.61069,5.94749,2.33033
53.78072,45.62265,53.03442,7.91753,8.61014,5.94703,2.33008
53.78027,45.62527,53.03427,7.91712,8.60961,5.94638,2.32861
53.77694,45.62478,53.03381,7.91672,8.60931,5.94623,2.32794
53.77954,45.62439,53.03041,7.91632,8.60901,5.94482,2.32781
53.77907,45.62096,53.033,7.91591,8.60846,5.94442,2.32744
53.77866,45.62334,53.03259,7.91551,8.60817,5.94376,2.32692
53.77521,45.62305,53.03219,7.91511,8.60768,5.9436,2.32626
53.77794,45.62271,53.02879,7.91453,8.60633,5.94325,2.32614
53.77751,45.61928,53.03143,7.9143,8.60584,5.94279,2.32572
53.77706,45.62186,53.03102,7.9139,8.60549,5.94213,2.32425
53.77373,45.62142,53.03056,7.91449,8.60495,5.94198,2.32358
53.77626,45.62103,53.02708,7.91409,8.60441,5.94157,2.32345
53.77585,45.61765,53.02975,7.91369,8.60411,5.94116,2.32308
53.77545,45.62024,53.02935,7.91128,8.60374,5.94051,2.32256
53.77212,45.61969,53.02894,7.91088,8.60327,5.93936,2.32189
53.77447,45.61935,53.02554,7.91048,8.60298,5.939,2.32178
53.7743,45.6158,53.02813,7.91007,8.60248,5.93855,2.32136
53.77384,45.61851,53.02777,7.9095,8.60214,5.93777,2.31989
53.77052,45.61806,53.02733,7.90927,8.60064,5.93754,2.31909
53.77304,45.61767,53.02392,7.90886,8.60031,5.93733,2.31892
53.77264,45.61425,53.02631,7.90846,8.59976,5.93692,2.31872
53.77223,45.61683,53.02611,7.90806,8.59921,5.93627,2.3182
53.76891,45.61634,53.0257,7.90766,8.59892,5.93611,2.31753
53.77151,45.61598,53.0223,7.90725,8.59862,5.93576,2.31741
53.77208,45.61257,53.02489,7.90785,8.59808,5.93531,2.317
53.77063,45.61495,53.02454,7.90745,8.59779,5.93365,2.31552
53.76718,45.61471,53.02408,7.90704,8.59729,5.93349,2.31485
53.76982,45.6143,53.02067,7.90446,8.59695,5.93308,2.31473
53.76942,45.61089,53.02332,7.90424,8.59546,5.93268,2.31436
53.76902,45.61347,53.02287,7.90383,8.59511,5.93202,2.31384
53.7657,45.61298,53.02246,7.90343,8.59457,5.93186,2.31317
53.76829,45.61262,53.01898,7.90303,8.59402,5.93151,2.31304
53.76787,45.60926,53.02165,7.90262,8.59372,5.93106,2.31262
53.77042,45.61184,53.02129,7.90222,8.59336,5.9314,2.31116
53.77309,45.61135,53.02085,7.90182,8.59289,5.93025,2.31049
53.77544,45.61095,53.01744,7.90142,8.5926,5.93084,2.31036
53.77521,45.6074,53.02003,7.90101,8.5921,5.92843,2.30999
53.77481,45.61011,53.01963,7.90043,8.59176,5.92765,2.30947
53.77149,45.60962,53.01922,7.90121,8.59027,5.92742,2.30867
53.77408,45.60928,53.02282,7.9008,8.58992,5.92727,2.3085
53.77365,45.60585,53.02722,7.9004,8.58937,5.92682,2.30826
53.77321,45.60848,53.02706,7.898,8.58884,5.92616,2.30679
53.76988,45.60799,53.0266,7.89759,8.58854,5.926,2.30612
53.77247,45.6076,53.0232,7.8972,8.58825,5.9256,2.306
53.772,45.60417,53.0258,7.8968,8.5877,5.92519,2.30563
53.7716,45.60656,53.02539,7.89639,8.58741,5.92453,2.30511
53.76814,45.60626,53.02498,7.89599,8.58692,5.92438,2.30443
53.77087,45.60592,53.02058,7.89541,8.58657,5.92303,2.30431
53.77044,45.6025,53.01622,7.89518,8.58507,5.92257,2.30389
53.76498,45.60508,53.01582,7.89478,8.58474,5.92192,2.30242
53.75866,45.60464,53.01537,7.89438,8.58419,5.92176,2.30176
53.76118,45.60424,53.01189,7.89398,8.58365,5.92135,2.30163
53.76078,45.60088,53.01455,7.89457,8.58335,5.92095,2.30126
53.76038,45.60345,53.01416,7.89417,8.58299,5.9203,2.30074
53.75705,45.60291,53.01375,7.89377,8.58252,5.92014,2.30007
53.7594,45.60257,53.01034,7.89136,8.58222,5.91978,2.29994
53.75921,45.59902,53.01294,7.89096,8.58173,5.91933,2.29953
53.75877,45.60173,53.01258,7.89038,8.58139,5.91855,2.29806
53.75544,45.60128,53.01213,7.89016,8.57989,5.91731,2.29726
53.75796,45.60089,53.00872,7.88976,8.57955,5.91711,2.29709
53.75756,45.59747,53.01112,7.88936,8.579,5.9167,2.29689
53.75715,45.60005,53.01091,7.88895,8.57847,5.91605,2.29637
53.75382,45.59956,53.01051,7.88855,8.57817,5.91589,2.2957
53.75643,45.59921,53.00711,7.88815,8.57787,5.91554,2.29559
53.756,45.59579,53.0097,7.88775,8.57734,5.91508,2.29516
53.75554,45.59817,53.00934,7.88734,8.57704,5.91442,2.29369
53.7521,45.59793,53.00888,7.88794,8.57655,5.91426,2.29302
53.75474,45.59753,53.00549,7.88736,8.5762,5.91386,2.2929
53.75433,45.59411,53.00813,7.88713,8.5747,5.91346,2.29252
53.75394,45.59669,53.00767,7.88474,8.57437,5.9118,2.292
53.75061,45.5962,53.00726,7.88434,8.57382,5.91164,2.29134
53.75321,45.59586,53.00379,7.88393,8.57328,5.91229,2.29122
53.75278,45.59249,53.00646,7.88353,8.57299,5.91183,2.2908
53.75232,45.59506,53.0061,7.88312,8.57262,5.91018,2.28932
53.749,45.59457,53.00565,7.88272,8.57215,5.91002,2.28865
53.75135,45.59418,53.00225,7.88232,8.57185,5.90961,2.28853
53.75112,45.59063,53.00484,7.88192,8.57137,5.90921,2.28816
53.75072,45.59334,53.00443,7.88134,8.57102,5.90842,2.28764
53.74739,45.59284,53.00403,7.88111,8.56952,5.90819,2.28685
53.74999,45.59249,53.00062,7.88071,8.56919,5.90804,2.28667
53.74956,45.58908,53.00302,7.88131,8.56864,5.90659,2.28543
53.74911,45.59171,53.00286,7.88091,8.5681,5.90593,2.28495
53.74578,45.59121,53.00241,7.88051,8.5678,5.90677,2.28428
53.74838,45.59081,52.99901,7.8791,8.56751,5.90536,2.28416
53.7479,45.58739,53.0016,7.8777,8.56697,5.90496,2.2838
53.7475,45.59078,53.00119,7.87729,8.56667,5.90431,2.28327
53.74405,45.59048,53.00078,7.87689,8.56618,5.90415,2.2826
53.74677,45.59014,52.99739,7.87632,8.56584,5.90379,2.28248
53.74635,45.58671,53.00003,7.87609,8.56434,5.90433,2.28106
53.74589,45.58929,52.99962,7.87569,8.564,5.90267,2.28059
53.74356,45.58885,52.99916,7.87529,8.56345,5.90352,2.27992
53.74509,45.58846,52.99569,7.87488,8.56292,5.90112,2.2798
53.74469,45.58509,52.99836,7.87448,8.56262,5.90071,2.27943
53.74428,45.58767,52.99795,7.87408,8.56225,5.90005,2.2789
53.74096,45.58712,53.00254,7.87468,8.56179,5.89989,2.27823
53.7433,45.58677,53.00315,7.87428,8.5615,5.89954,2.27812
53.74313,45.58323,53.00574,7.87388,8.561,5.89909,2.27669
53.74268,45.58594,53.00538,7.8713,8.56065,5.8983,2.27622
53.73934,45.58549,53.00492,7.87107,8.55917,5.89807,2.27543
53.74187,45.5851,53.00153,7.87066,8.55882,5.89786,2.27525
53.74147,45.58167,53.00392,7.87027,8.55828,5.89746,2.27505
53.74106,45.58425,53.00371,7.86987,8.55774,5.8968,2.27453
53.73874,45.58376,53.00332,7.86946,8.55745,5.89564,2.27387
53.74934,45.58341,52.99191,7.86906,8.55715,5.89528,2.27375
53.74891,45.58,52.9945,7.86865,8.55661,5.89484,2.27232
53.74846,45.58238,52.99414,7.86825,8.55632,5.89418,2.27185
53.745,45.58212,52.9937,7.86786,8.55582,5.89402,2.27118
53.74766,45.58173,52.99029,7.86728,8.55548,5.89361,2.27107
53.74725,45.57831,52.99293,7.86805,8.55399,5.8932,2.27069
53.74685,45.58089,52.99247,7.86764,8.55365,5.89255,2.27017
53.74352,45.5804,52.99208,7.86724,8.5531,5.8924,2.2695
53.74612,45.58006,52.98859,7.86484,8.55256,5.89204,2.26937
53.7457,45.57668,52.99126,7.86444,8.55227,5.89058,2.26795
53.74524,45.57926,52.99092,7.86404,8.5519,5.88992,2.26749
53.74191,45.57877,52.99046,7.86363,8.55143,5.88977,2.26682
53.74426,45.57838,52.98705,7.86323,8.55114,5.88936,2.26669
53.74403,45.57483,52.98964,7.86283,8.55065,5.88896,2.26632
53.74063,45.57754,52.98925,7.86226,8.5503,5.88817,2.2658
53.73231,45.57704,52.98884,7.86203,8.54882,5.88795,2.26501
53.7349,45.57669,52.98543,7.86162,8.54847,5.88779,2.26383
53.73448,45.57327,52.98783,7.86122,8.54793,5.88733,2.26359
53.73402,45.57591,52.98768,7.86082,8.54738,5.88667,2.26311
53.73169,45.57541,52.98722,7.86142,8.54709,5.88653,2.26244
53.7333,45.57502,52.98381,7.86102,8.5468,5.88512,2.26233
53.73282,45.57159,52.98641,7.86061,8.54625,5.88471,2.26195
53.73242,45.57397,52.98601,7.85921,8.54597,5.88405,2.26143
53.72896,45.57368,52.9856,7.8578,8.54547,5.8839,2.26076
53.73168,45.57334,52.9822,7.85824,8.54513,5.88354,2.25963
53.73126,45.56992,52.98484,7.85701,8.54364,5.88309,2.25922
53.73081,45.5725,52.98444,7.8566,8.54329,5.88243,2.25875
53.72748,45.57206,52.98398,7.8562,8.54275,5.88228,2.25808
53.73,45.57165,52.98051,7.8558,8.54221,5.88187,2.25795
53.7296,45.56828,52.98317,7.8554,8.54192,5.88146,2.25758
53.7292,45.57087,52.98277,7.85599,8.54155,5.88081,2.25707
53.72587,45.57032,52.98237,7.85459,8.54109,5.87965,2.25639
53.72822,45.56998,52.97896,7.85419,8.54079,5.8793,2.25527
53.72804,45.56644,52.98155,7.85379,8.5403,5.87884,2.25485
53.72858,45.56914,52.9812,7.85421,8.53995,5.87806,2.25437
53.72426,45.5687,52.98075,7.85398,8.53846,5.87783,2.25357
53.72678,45.5683,52.97734,7.85358,8.53812,5.87763,2.25341
53.72638,45.56488,52.98074,7.85118,8.53757,5.87722,2.25321
53.72598,45.56746,52.97953,7.85078,8.53704,5.87656,2.25269
53.72265,45.56697,52.97913,7.85038,8.53674,5.8764,2.25201
53.72525,45.56662,52.97573,7.84997,8.53645,5.87605,2.2509
53.72482,45.5632,52.97832,7.84958,8.53591,5.8756,2.25048
53.72437,45.56558,52.97796,7.84917,8.53561,5.87394,2.25
53.72091,45.56533,52.9775,7.84877,8.53512,5.87378,2.24933
53.72357,45.56494,52.97411,7.84819,8.53478,5.87338,2.24921
53.72316,45.56152,52.97675,7.84797,8.53329,5.87297,2.24884
53.72276,45.5641,52.97629,7.84756,8.53294,5.87232,2.24832
53.71943,45.56361,52.97589,7.84716,8.53241,5.87216,2.24765
53.72202,45.56326,52.97241,7.84775,8.53186,5.87181,2.24652
53.7216,45.55989,52.98208,7.84736,8.53156,5.87135,2.2461
53.72114,45.56247,52.98372,7.84695,8.53121,5.87069,2.24564
53.71782,45.56197,52.98327,7.84455,8.53073,5.87154,2.24496
53.72017,45.56158,52.97986,7.84415,8.53044,5.87013,2.24484
53.71993,45.55803,52.98245,7.84375,8.52994,5.86873,2.24447
53.71954,45.56074,52.98206,7.84317,8.52961,5.86795,2.24394
53.71621,45.56025,52.98165,7.84294,8.52811,5.86772,2.24316
53.71881,45.5599,52.97824,7.84255,8.52777,5.86756,2.24198
53.71838,45.55648,52.98064,7.84214,8.52723,5.8671,2.24173
53.71793,45.55911,52.97948,7.84174,8.52668,5.86645,2.24126
53.7146,45.55862,52.97203,7.84233,8.52639,5.86629,2.2406
53.7172,45.55822,52.96863,7.84194,8.5261,5.86588,2.24047
53.71672,45.5548,52.97122,7.84054,8.52556,5.86548,2.2401
53.71932,45.55718,52.97081,7.84113,8.52526,5.86483,2.23958
53.72187,45.55688,52.97041,7.84074,8.52478,5.86467,2.23791
53.72459,45.55654,52.967,7.84016,8.52443,5.86331,2.23779
53.72417,45.55312,52.96965,7.83793,8.52294,5.86286,2.23737
53.72371,45.5557,52.96925,7.83752,8.5226,5.8622,2.23689
53.72039,45.55526,52.96879,7.83713,8.52205,5.86204,2.23622
53.72291,45.55486,52.96531,7.83672,8.52151,5.86164,2.23611
53.72251,45.55149,52.96798,7.83632,8.52122,5.86123,2.23573
53.7221,45.55407,52.96757,7.83592,8.52085,5.86157,2.23521
53.71877,45.55452,52.96717,7.83552,8.52038,5.86041,2.23354
53.72112,45.55418,52.96377,7.83511,8.5201,5.86006,2.23342
53.72094,45.55063,52.96636,7.83472,8.5196,5.8596,2.233
53.7205,45.55334,52.966,7.83414,8.51826,5.85881,2.23253
53.71716,45.5529,52.96555,7.83391,8.51777,5.85858,2.23173
53.71369,45.5525,52.96214,7.83351,8.51743,5.85738,2.23156
53.71129,45.54907,52.96453,7.83411,8.51689,5.85697,2.23136
53.71089,45.55165,52.96434,7.83371,8.51635,5.85631,2.23084
53.70756,45.55116,52.96393,7.8333,8.51605,5.85615,2.22917
53.71016,45.55082,52.96052,7.83091,8.51576,5.85579,2.22905
53.70973,45.5474,52.96312,7.8305,8.51522,5.85533,2.22863
53.70928,45.54978,52.96276,7.8301,8.51492,5.85468,2.22815
53.70583,45.54953,52.9623,7.8297,8.51444,5.85452,2.22748
53.70847,45.54914,52.95891,7.82912,8.51309,5.85411,2.22737
53.70807,45.54572,52.96155,7.82889,8.5126,5.85371,2.22699
53.70767,45.5483,52.96109,7.8285,8.51226,5.85305,2.22647
53.70435,45.5478,52.96069,7.82809,8.51172,5.85189,2.2248
53.70694,45.54745,52.95721,7.82768,8.51117,5.85154,2.22468
53.70652,45.54408,52.95988,7.82729,8.51088,5.85108,2.22426
53.70606,45.54667,52.95953,7.82688,8.51051,5.85042,2.22379
53.70274,45.54617,52.95907,7.82748,8.51004,5.85026,2.22311
53.70508,45.54578,52.95567,7.82708,8.50976,5.84986,2.223
53.70486,45.54223,52.95826,7.82667,8.50926,5.85045,2.22262
53.70445,45.54494,52.95785,7.82409,8.50792,5.84866,2.2221
53.70113,45.54444,52.95745,7.82387,8.50743,5.84844,2.2203
53.70372,45.5441,52.95405,7.82347,8.50709,5.84828,2.22014
53.7033,45.54067,52.95644,7.82306,8.50654,5.84782,2.21989
53.70284,45.5433,52.95629,7.82266,8.506,5.84617,2.21942
53.69952,45.54281,52.95583,7.82226,8.50571,5.84601,2.21874
53.70211,45.54241,52.95242,7.82185,8.50542,5.8456,2.21863
53.70163,45.53899,52.95502,7.82145,8.50488,5.8452,2.21825
53.70123,45.54137,52.95462,7.82105,8.50458,5.84454,2.21673
53.69778,45.54108,52.95422,7.82064,8.50309,5.84439,2.21606
53.7005,45.54074,52.95081,7.82007,8.50275,5.84403,2.21594
53.70007,45.53732,52.95345,7.82084,8.50225,5.84357,2.21552
53.69963,45.5399,52.95305,7.82143,8.50192,5.84392,2.21505
53.69629,45.53945,52.95259,7.82004,8.50137,5.84276,2.21437
53.69882,45.53906,52.94911,7.81763,8.50082,5.84235,2.21426
53.69841,45.53569,52.95179,7.81724,8.50054,5.84095,2.21389
53.69802,45.53827,52.95138,7.81683,8.50017,5.84028,2.21236
53.69468,45.53772,52.95098,7.81642,8.49971,5.84012,2.21169
53.69704,45.53737,52.94757,7.81603,8.49941,5.83977,2.21158
53.69685,45.53383,52.95417,7.81562,8.49791,5.83931,2.21115
53.69641,45.53654,52.95882,7.81504,8.49758,5.83953,2.21068
53.69307,45.53609,52.95836,7.81482,8.49708,5.8383,2.20988
53.6956,45.5357,52.95495,7.81541,8.49674,5.83809,2.20972
53.69519,45.53228,52.95735,7.81401,8.4962,5.83768,2.20952
53.6948,45.53486,52.95714,7.81361,8.49565,5.83702,2.20799
53.69146,45.53437,52.95674,7.8132,8.49537,5.83686,2.20733
53.69407,45.53402,52.95334,7.8138,8.49507,5.83551,2.20721
53.69363,45.5306,52.95593,7.8134,8.49453,5.83505,2.20678
53.69319,45.53298,52.95558,7.813,8.49324,5.83439,2.20631
53.68973,45.53274,52.95512,7.81059,8.49275,5.83423,2.20565
53.69338,45.53235,52.94471,7.81001,8.49241,5.83382,2.20552
53.70097,45.52892,52.94636,7.80979,8.49191,5.83341,2.20515
53.70058,45.5315,52.94591,7.80938,8.49157,5.83276,2.20362
53.69724,45.531,52.94551,7.80899,8.49103,5.83359,2.20296
53.69985,45.53066,52.94202,7.80858,8.49049,5.83224,2.20284
53.69941,45.52729,52.94469,7.80817,8.4902,5.83178,2.20241
53.69897,45.52987,52.94434,7.80778,8.48983,5.83112,2.20195
53.69563,45.52938,52.94388,7.80737,8.48936,5.82996,2.20128
53.69799,45.52898,52.94047,7.80697,8.48807,5.82955,2.20115
53.69775,45.52544,52.94308,7.80657,8.48758,5.82914,2.19978
53.69735,45.52815,52.94267,7.80599,8.48723,5.82836,2.19927
53.69402,45.52765,52.94227,7.80676,8.48674,5.82812,2.19847
53.69662,45.52731,52.93886,7.80636,8.4864,5.82797,2.19829
53.69619,45.52389,52.94125,7.80596,8.48585,5.8275,2.19805
53.69274,45.52652,52.9411,7.80355,8.48532,5.82684,2.19758
53.6844,45.52603,52.94065,7.80315,8.48502,5.82668,2.19691
53.687,45.52563,52.93725,7.80275,8.48473,5.82627,2.19679
53.68652,45.52221,52.93984,7.80234,8.48419,5.82587,2.19542
53.68612,45.52459,52.93943,7.80195,8.48289,5.8242,2.1949
53.68266,45.52429,52.93903,7.80154,8.4824,5.82404,2.19423
53.68538,45.52395,52.93562,7.80097,8.48206,5.82369,2.1941
53.68495,45.52053,52.93827,7.80074,8.48156,5.82322,2.19369
53.6845,45.52411,52.93787,7.80033,8.48122,5.82257,2.19321
53.68117,45.52367,52.93741,7.79993,8.48068,5.8224,2.19254
53.68369,45.52327,52.93393,7.79953,8.48014,5.82199,2.19243
53.68328,45.51991,52.9366,7.80013,8.47985,5.82159,2.19105
53.68288,45.52249,52.9362,7.79972,8.47947,5.82092,2.19053
53.67955,45.52194,52.93579,7.79933,8.47801,5.82077,2.18986
53.6819,45.5216,52.93238,7.79692,8.47772,5.8204,2.18974
53.68172,45.51806,52.93499,7.79652,8.47723,5.81894,2.18932
53.68126,45.52076,52.93463,7.79594,8.47688,5.81816,2.18885
53.67794,45.52032,52.93418,7.79572,8.47639,5.81792,2.18806
53.68045,45.51992,52.93077,7.79531,8.47605,5.81771,2.18789
53.68005,45.51651,52.93316,7.79491,8.47551,5.8173,2.18669
53.67964,45.51909,52.93296,7.79451,8.47497,5.81664,2.18618
53.67632,45.51859,52.93255,7.7941,8.47467,5.81648,2.1855
53.67891,45.51825,52.92916,7.7937,8.47438,5.81611,2.18538
53.67848,45.51483,52.93175,7.7933,8.47284,5.81566,2.18496
53.67803,45.51721,52.93139,7.7929,8.47254,5.81499,2.18449
53.67458,45.51697,52.93094,7.79349,8.47206,5.81484,2.18382
53.67722,45.51657,52.92753,7.79292,8.47171,5.81342,2.1827
53.67682,45.51315,52.93018,7.79269,8.47121,5.81301,2.18233
53.67641,45.51573,52.92972,7.79229,8.47088,5.81235,2.18181
53.67308,45.51524,52.92931,7.78989,8.47033,5.81218,2.18114
53.67567,45.51489,52.92584,7.78948,8.4698,5.81183,2.18101
53.67525,45.51152,52.9285,7.78908,8.4695,5.81136,2.1806
53.6748,45.5141,52.92816,7.78867,8.46913,5.81071,2.18013
53.67146,45.5136,52.9287,7.78828,8.46767,5.81054,2.17946
53.67381,45.51321,52.92429,7.78787,8.46737,5.81012,2.17834
53.67358,45.50966,52.92689,7.78747,8.46688,5.80972,2.17797
53.67418,45.51237,52.92648,7.78689,8.46654,5.80893,2.17746
53.66984,45.51188,52.92608,7.78667,8.46604,5.8077,2.17666
53.67245,45.51153,52.92267,7.78626,8.46571,5.80753,2.17648
53.67201,45.50811,52.92507,7.78586,8.46516,5.80707,2.17625
53.67156,45.51074,52.92491,7.78546,8.46462,5.80741,2.17577
53.66823,45.51025,52.92445,7.78606,8.46433,5.80624,2.1751
53.67083,45.50985,52.92105,7.78565,8.46304,5.80583,2.17397
53.67034,,,7.78525,8.4625,5.80542,2.17361
