115200-DMA,115200-IRQ,115200-POLL,230400-DMA,230400-IRQ,230400-POLL,460800-DMA,460800-IRQ,460800-POLL,921600-DMA,921600-IRQ,921600-POLL,1843200-DMA,1843200-IRQ,1843200-POLL
98018,6448,9438,53064,5764,5214,28642,5562,4372,6821,2661,2401,13735.5,4935.5,4845.5
97458,7148,10228,48174,6354,5714,28012,4092,4862,18051,3111,2691,12195.5,5275.5,4635.5
96838,7748,10818,8034,7074,6554,9492,4742,5702,16011,3421,2971,10665.5,4975.5,4945.5
13298,8458,2988,52144,7824,7124,29862,5382,4182,15131,2731,2471,14605.5,5315.5,4925.5
100818,9158,3538,51494,4184,3694,29212,6172,4942,7321,3201,2761,13435.5,5145.5,5235.5
100168,9878,4348,50874,4824,4274,28552,4692,5512,17401,3531,3051,12405.5,4865.5,5025.5
90888,10598,4898,10964,5554,4844,8022,5332,3992,16531,2861,2551,10885.5,5215.5,4745.5
7488,11308,5718,54864,6274,5634,30392,5982,4742,15521,3291,2841,14825.5,5045.5,5055.5
94848,3268,6528,49994,6904,6204,29862,4502,5322,6761,3611,3131,13565.5,5365.5,4865.5
94328,3988,7078,49334,7644,6704,27072,5162,4062,17851,2941,2641,12035.5,5075.5,4625.5
93678,4698,7878,9354,4004,7544,8532,5812,4562,16931,3351,2951,11145.5,4935.5,4915.5
10268,5388,8428,53344,4614,3924,31012,4342,5422,14901,3681,2221,14455.5,5275.5,4675.5
97648,5988,9238,52694,5354,4414,28282,5012,3832,7091,3011,2721,13805.5,4965.5,5225.5
96998,6708,9808,52074,6084,5254,27602,5682,4662,18211,3431,3031,12285.5,4805.5,4725.5
96468,7418,10628,7664,6674,5824,9202,4232,5232,16321,2641,3341,10745.5,5165.5,4755.5
12938,8138,11178,51794,7404,6594,31592,4892,3902,15301,3091,2791,14665.5,4905.5,5045.5
100418,8858,3338,51154,3794,7424,28812,5562,4482,6531,3511,3111,13495.5,5255.5,4805.5
99788,9548,3888,50514,4524,3554,28162,4092,5052,17621,2711,2371,12595.5,5095.5,5085.5
99168,10168,4708,10604,5144,4314,9762,4872,5812,16701,3161,2871,10955.5,5415.5,4865.5
7018,10868,5258,54484,5864,5144,30002,5522,4292,14671,3591,3181,14365.5,5155.5,5135.5
94518,2948,6068,49584,6594,5724,29382,4042,5132,6861,2781,3521,13695.5,4875.5,4895.5
93928,3638,6618,48954,7214,6484,28852,4692,5632,18091,3111,2761,12195.5,5235.5,4665.5
93278,4248,7428,8924,7964,7054,8212,5482,4132,16071,3541,3311,11265.5,5075.5,5215.5
9878,4958,7998,53024,4334,3444,30452,4022,4882,15161,2851,2551,14695.5,4815.5,4975.5
97248,5668,8798,52394,4944,4204,29932,4662,5462,7401,3181,2831,13455.5,5165.5,4735.5
96708,6388,9618,51734,5434,4774,27052,5332,3942,17501,3631,3121,12435.5,4995.5,5025.5
96078,7098,10168,11734,6054,5614,8652,6002,4702,16601,2931,2611,10935.5,5295.5,4785.5
12658,7788,10978,51354,6774,6374,31132,4552,5532,15601,3261,2901,14345.5,5025.5,5075.5
100028,8398,2878,50844,7494,6964,28272,5222,4012,6811,2561,3191,13675.5,4865.5,4845.5
99388,9118,3688,50224,3854,3274,27722,5892,4782,17921,3001,2691,12145.5,5205.5,4625.5
98868,9818,4248,10194,4584,4114,9212,4412,5352,16911,3331,2981,11155.5,4935.5,4935.5
15338,10538,5058,54194,5204,4684,29582,5202,3832,15011,2631,3261,14565.5,5285.5,4675.5
94108,11248,5608,53554,5934,5444,28942,5842,4602,7111,3081,2771,13305.5,5105.5,4995.5
93568,3208,6418,48644,6664,6024,28312,4362,5162,18351,3411,3051,12385.5,4845.5,4995.5
92928,3908,7018,8494,7284,6854,9792,5012,3902,16301,2711,2291,10875.5,5205.5,4765.5
9408,4638,7828,52624,3634,7354,30162,5792,4412,15431,3161,2841,14805.5,4945.5,5035.5
96908,5348,8378,51984,4364,3744,29512,4322,5242,6501,3491,3131,13525.5,5275.5,4825.5
96288,6038,9178,51354,4994,4574,28852,4972,3722,17741,2791,2371,12615.5,5105.5,5085.5
95128,6648,9728,11324,5714,5074,8322,5612,4482,16741,3231,2921,11065.5,4825.5,4875.5
11718,7368,10538,51054,6444,5934,30692,4142,5052,14851,3551,3211,14395.5,5185.5,4615.5
99098,8068,11088,50424,7084,6704,30162,4922,5882,6951,2851,2451,13745.5,5005.5,4945.5
98538,8778,3258,49774,3464,7274,27382,5562,4292,18181,3301,3021,12225.5,5335.5,4715.5
97918,9498,3808,9874,4184,3644,8832,4092,4862,16171,3641,3321,10715.5,5075.5,4475.5
14388,10188,4618,53754,4904,4414,31312,4732,5722,15261,2951,2581,14635.5,4925.5,5025.5
93188,10798,5428,53254,5524,4984,28582,5512,4172,7461,3261,2821,13475.5,5275.5,4785.5
92658,2888,5998,52614,6254,5824,27902,4042,4992,17581,2591,3401,12465.5,4975.5,5075.5
91988,3608,6578,8084,6974,6324,9502,4692,5542,16561,3031,2661,10935.5,5315.5,4835.5
8578,4298,7408,51954,7604,7154,29762,5342,3992,15661,3321,2901,14375.5,5145.5,4605.5
95958,4898,8178,51314,3964,3544,29112,6122,4802,6771,2661,3471,13745.5,4875.5,4885.5
95428,5608,8748,50694,4694,4044,28582,4652,5612,18001,3101,2741,12205.5,5205.5,4655.5
94808,6308,9588,10784,5324,4874,7892,5292,4072,17071,3401,2981,11225.5,5045.5,4945.5
11288,7038,10078,54764,6034,5454,30362,5932,4622,15041,2741,3551,14535.5,5365.5,4965.5
98788,7748,10918,49764,6764,6214,29732,4362,5432,7241,3171,2841,13375.5,5105.5,4715.5
98168,8448,2848,49124,7394,6784,26962,5062,3882,17351,3481,3121,12355.5,4945.5,5005.5
97518,9048,3608,9074,3754,7624,8552,5732,4712,16441,2821,2361,10835.5,5275.5,4775.5
14108,9768,4208,53204,4504,3934,30922,4272,5282,15411,3251,2911,14285.5,4985.5,4535.5
101478,10458,4968,52574,5234,4774,30162,4972,3712,6641,3561,3201,13645.5,4815.5,4825.5
92198,11178,5538,51914,5854,5344,27402,5662,4552,17751,2891,2441,12105.5,5155.5,4585.5
91588,3138,6378,7534,6574,6094,8972,4202,5332,16831,3321,2991,11075.5,4875.5,4875.5
8188,3858,7138,51654,7294,6674,31452,4872,3812,14831,2631,3271,14505.5,5205.5,4635.5
95588,4568,7718,50974,3564,7534,28682,5562,4342,7021,2961,2511,13865.5,5045.5,5185.5
95058,5288,8288,50324,4284,3894,28052,4132,5172,18271,3401,3061,12365.5,5385.5,4975.5
94378,6008,9058,10404,5014,4444,9612,4802,5702,16271,2711,3351,10815.5,5205.5,4765.5
10988,6698,9888,54384,5644,5254,29852,5472,4182,15361,3031,2581,14725.5,4935.5,5075.5
98348,7288,10458,53774,6364,5804,29192,4022,4972,7471,3471,2871,13465.5,5285.5,4785.5
97818,8008,11218,48854,7094,6614,28682,4692,5542,17571,2781,2371,11945.5,4995.5,4575.5
97198,8708,2648,8684,7724,7164,8012,5382,4232,16671,3121,2661,11065.5,4835.5,4885.5
13688,9438,3408,52794,4084,3524,30502,3932,4802,14641,3541,2951,14355.5,5175.5,4605.5
101178,10148,3988,52164,4824,4334,29872,4592,5592,6841,2851,2451,13705.5,5015.5,4915.5
100558,10848,4818,51524,5544,4884,27102,5292,4072,18071,3191,2741,12185.5,5215.5,4695.5
91308,11448,5318,11604,6174,5694,8582,5982,4582,15951,3501,3021,10655.5,5045.5,4675.5
7778,3548,6158,51224,6904,6264,31052,4522,5422,15031,2801,2531,14585.5,4865.5,4985.5
95278,4248,6728,50574,7634,7094,28262,5202,3852,7251,3221,2811,13405.5,5235.5,4535.5
94618,4938,7498,50054,3894,3424,27612,5892,4692,17351,3671,3121,12475.5,4955.5,5085.5
93968,5548,8068,10004,4614,4004,9182,4462,5212,16461,2981,2391,10975.5,5275.5,4845.5
10568,6258,8908,53994,5344,4784,29532,5132,3712,15551,3291,2911,14275.5,5115.5,5135.5
97978,6968,9668,53364,5964,5364,28892,5792,4522,6621,3731,3221,13605.5,4845.5,4895.5
97448,7688,10268,48484,6684,6154,28252,4332,5342,17841,2921,2691,12105.5,5165.5,4655.5
96778,8408,2388,8334,7414,6724,9832,5012,3792,16971,3351,3001,11165.5,4985.5,4945.5
13378,9088,2948,52464,3774,7244,30072,5702,4342,14931,3701,3271,14595.5,5325.5,4715.5
100738,9688,3788,51864,4394,3634,29522,4252,5152,7141,3031,2531,13325.5,5065.5,4995.5
100208,10408,4288,51234,5124,4424,28882,4922,3602,18241,3481,3061,12425.5,4895.5,5025.5
99598,11118,5118,11184,5844,4994,8192,5612,4422,16331,2781,3371,10785.5,5235.5,4795.5
7448,3198,5698,55184,6484,5784,30682,4182,4972,15321,3111,2581,14735.5,4955.5,5075.5
94928,3798,6458,50304,7224,6354,30032,4852,5782,7531,3541,2921,13585.5,5285.5,4835.5
94318,4518,7038,49654,7944,7144,27242,5522,4232,17631,2841,2421,12075.5,5115.5,5125.5
93668,5218,7868,9474,4214,3524,8862,4072,5062,16741,3181,2711,11025.5,4935.5,4885.5
10268,5928,8398,53634,4934,4044,31242,4732,5632,14721,3501,2991,14475.5,5275.5,4655.5
97628,6648,9228,52984,5664,4874,28462,5432,4112,6941,2921,2501,13845.5,4985.5,4935.5
96978,7338,9998,52444,6294,5664,27702,3972,4872,18061,3271,2781,12325.5,5325.5,4695.5
96368,7948,10568,7924,7014,6234,9272,4652,5452,16011,3581,3071,10695.5,5165.5,5245.5
12968,8658,2498,52034,7744,7024,29622,5342,4192,15121,2871,2571,14625.5,4865.5,5005.5
100368,9368,3268,51504,4094,3164,28982,6032,4692,7331,3291,2861,13455.5,5225.5,4775.5
99838,10088,4088,50854,4714,3984,28332,4582,5522,17461,2601,3151,12545.5,5075.5,5085.5
99168,10808,4658,10814,5444,4794,7802,5242,4002,16561,3011,2651,11005.5,5285.5,4865.5
7028,11488,5428,54834,6174,5344,30162,5792,4762,15651,3321,2931,14315.5,5115.5,5185.5
94528,3458,5998,49944,6794,6154,29612,4332,5342,6761,2631,3211,13675.5,4935.5,4895.5
93878,4188,6838,49034,7514,6704,28972,5032,3822,17871,3081,2721,12135.5,5265.5,4685.5
93248,4898,7358,8904,3874,3064,8302,5702,4582,16961,3401,3001,11245.5,5075.5,4995.5
9838,5598,8198,53024,4604,3874,30772,4232,5152,14931,2701,2241,14545.5,4785.5,4715.5
97238,6198,8958,52364,5074,4424,30152,4872,3892,7151,3031,2791,13415.5,5125.5,5285.5
96608,6918,9538,51754,5704,5234,27372,5652,4382,18371,3481,3081,12395.5,4965.5,5075.5
96088,7608,10108,7324,6434,5774,8952,4182,5222,16371,2781,3371,10875.5,5295.5,4785.5
12588,8338,10868,51444,7164,6614,31422,4822,5792,15451,3091,2871,14305.5,5015.5,5095.5
100058,9048,3068,50834,3434,7184,28642,5472,4462,6541,3511,3161,13655.5,4855.5,4915.5
99398,9748,3638,50184,4174,3564,28022,3992,5032,17771,2821,2421,12115.5,5185.5,5185.5
98758,10348,4398,10064,4904,4334,9472,4772,5872,16841,3261,2731,11135.5,4895.5,4955.5
15348,11068,4968,54184,5504,4904,29832,5422,4302,14811,3591,3301,14455.5,5235.5,4715.5
94118,3158,5798,53634,6244,5734,29182,3952,4872,7011,2901,2501,13305.5,5065.5,5005.5
93498,3848,6328,48634,6974,6504,28562,4602,5642,18131,3331,2811,12295.5,4785.5,4765.5
92328,4438,7158,8474,7574,7074,8042,5382,4122,16131,3661,3121,10785.5,5125.5,4525.5
8928,5158,7668,52594,3964,3454,30392,6032,4692,15211,2971,2561,14695.5,4965.5,5075.5
96408,5868,8498,51984,4684,4224,29752,4552,5452,7441,3411,2871,13575.5,5295.5,4845.5
95768,6588,9068,51364,5414,4804,26992,5192,3932,17531,2721,3191,12035.5,5025.5,4605.5
95138,7318,9838,11454,6034,5634,8592,5972,4772,16641,3041,2641,11015.5,4865.5,4895.5
11618,8008,10678,51054,6764,6134,30962,4502,5272,15651,3481,2951,14435.5,5205.5,4655.5
99108,8598,2608,50414,7494,6964,30442,5152,3752,6701,2801,3291,13695.5,4945.5,4945.5
98458,9318,3368,49804,3754,3344,27572,5792,4572,17951,3121,2791,12175.5,5295.5,4705.5
97928,10008,3938,9754,4494,3844,9152,4332,5362,15921,3561,3071,10655.5,5115.5,4995.5
14418,10738,4538,53884,5224,4674,31632,5102,3842,15011,2881,2311,14595.5,4845.5,4765.5
93178,11448,5338,53234,5824,5254,28872,5742,4342,7231,3201,2861,13485.5,5185.5,4785.5
92648,3408,6158,48234,6574,6014,28232,4272,5172,17341,3521,3151,12445.5,5005.5,5075.5
92008,4118,6698,8194,7304,6584,9572,4912,3652,16431,2811,2391,10905.5,5345.5,4835.5
8588,4838,7518,52234,3654,7424,29932,5702,4422,15431,3231,2941,14335.5,5065.5,4595.5
95938,5558,8068,51704,4294,3764,29272,4222,4992,6631,3541,3231,13685.5,4905.5,4875.5
95418,6238,8878,51054,5004,4334,28622,4872,5822,17751,2861,2471,12165.5,5235.5,4665.5
94738,6848,9428,10884,5734,5094,8102,5522,4232,16851,3301,3021,11125.5,4945.5,4975.5
11348,7558,10238,54994,6354,5934,30452,4042,5072,14811,3621,3301,14575.5,5305.5,4715.5
98738,8268,10788,50124,7084,6504,29912,4832,5642,7031,2931,2531,13305.5,5135.5,5025.5
98108,8988,2958,49464,7804,7274,27162,5472,4312,18241,3381,3081,12385.5,4855.5,4765.5
97468,9708,3528,9404,4074,3654,8612,3992,4882,16211,2701,3371,10875.5,5185.5,4555.5
14078,10398,4368,53434,4824,4224,31122,4642,5462,15331,3001,2611,14815.5,5025.5,5085.5
101558,10988,4888,52904,5554,4984,28362,5422,4122,7521,3451,3161,13535.5,5355.5,4865.5
92188,11708,5728,52274,6144,5554,27692,6072,4692,17601,2771,3451,12015.5,5075.5,4605.5
91658,3798,6238,7734,6894,6384,9302,4602,5522,16601,3081,2691,11075.5,5405.5,4915.5
8138,4508,7078,51864,7624,6914,29522,5242,3932,15691,3531,2971,14495.5,5235.5,4655.5
95638,5098,7868,51254,3974,3294,28872,6032,4762,6781,2851,2481,13755.5,4955.5,4995.5
94978,5818,8438,50724,4604,4064,28342,4552,5342,18011,3161,2791,12235.5,4795.5,4755.5
94328,6518,9228,10554,5334,4894,9812,5072,4012,15991,3611,3101,10725.5,5125.5,4525.5
10908,7238,9798,54664,6064,5474,30172,5742,4602,15101,2921,2361,14635.5,4955.5,4805.5
98408,7948,10588,49774,6684,6234,29542,4312,5372,7291,3231,2861,13465.5,5285.5,4825.5
97778,8638,2538,49154,7414,6804,28892,5002,3842,17411,3541,3171,12445.5,5015.5,4585.5
97118,9248,3358,8984,3764,7644,8252,5672,4422,16521,2951,2441,10925.5,5325.5,4875.5
13728,9958,3908,53124,4394,3954,30722,4202,5182,15491,3271,2941,14385.5,5155.5,4635.5
101098,10668,4718,52504,5144,4524,30072,4872,3662,6731,2581,3241,13755.5,4885.5,4925.5
100568,11368,5268,51854,5874,5364,27312,5542,4492,17821,3031,2511,12215.5,5235.5,4695.5
91198,3358,6078,11934,6474,5864,8892,4092,5002,16901,3351,3011,11195.5,5075.5,4985.5
7778,4088,6628,51314,7224,6704,31372,4782,5832,14871,2661,2271,14625.5,4795.5,4745.5
95258,4768,7438,50674,7954,7264,28502,5442,4312,7061,3111,2601,13345.5,5135.5,4505.5
94648,5488,7978,50024,4294,3834,27982,3992,5062,18291,3421,3151,12445.5,4955.5,5055.5
93978,6188,8788,9974,4924,4414,9462,4672,5662,16261,2731,3441,10905.5,5285.5,4815.5
10588,6878,9358,54104,5654,4984,29792,5332,4072,15361,3171,2681,14845.5,4995.5,4585.5
97968,6948,10178,53474,6384,5744,29132,3902,4902,7461,3491,3231,13595.5,4835.5,4865.5
97428,7658,10728,48544,7004,6584,28492,4572,5482,17581,2811,2471,12065.5,5175.5,4635.5
96788,8348,2888,8394,7734,7154,7972,5352,3882,16681,3251,2761,11145.5,5005.5,4925.5
13378,9078,3438,52504,4084,3204,30202,6002,4722,14651,3571,3041,14445.5,5325.5,4685.5
100748,9778,4258,51864,4724,4064,29562,4522,5292,6871,2881,2551,13805.5,5055.5,4445.5
100108,10378,5068,51224,5474,4564,29032,5192,3962,18111,3331,2831,12285.5,4885.5,4755.5
99598,11098,5618,11174,6204,5404,8412,5862,4532,16081,3651,3131,10755.5,5225.5,4535.5
7458,3168,6428,50934,6794,5974,30862,4412,5372,15161,2951,2621,14685.5,4945.5,4845.5
94828,3878,6978,50274,7544,6734,30232,5102,3782,7381,3401,2911,13565.5,5285.5,4825.5
94278,4588,7788,49754,3904,7314,27452,5772,4612,17481,2721,3191,12055.5,5105.5,4615.5
93648,5278,8378,9584,4634,3684,8922,4322,5182,16561,3011,2691,11065.5,4845.5,4925.5
10128,5868,9188,53694,5254,4454,31402,4992,3852,15661,3351,2981,14365.5,5195.5,4645.5
97618,6558,9738,53064,5984,5284,28632,5662,4432,6741,2671,2221,13715.5,4905.5,4955.5
96998,7268,10548,52434,6714,5854,27982,4222,4992,17961,3111,2771,12195.5,5245.5,4735.5
96448,7978,11098,7994,7334,6624,9572,4892,3662,16971,3431,3051,11295.5,5065.5,4975.5
12928,8668,3268,52124,3684,7214,29822,5672,4232,15041,2751,3341,14585.5,5405.5,4765.5
100428,9398,3818,51474,4454,3534,29262,4202,5062,7141,3191,2841,13455.5,5225.5,4575.5
99758,10108,4628,50954,4814,4364,28612,4852,5832,18371,3481,3151,12425.5,4945.5,4865.5
99118,10818,5178,10794,5564,4944,8062,5522,4312,16341,2781,3461,10925.5,5305.5,4895.5
7068,2768,5988,54894,6284,5704,30432,4062,4902,15441,3231,2681,14855.5,5135.5,4655.5
94458,3498,6538,50004,6884,6274,29822,4742,5712,6511,3661,3251,13705.5,4855.5,4945.5
93838,4208,7328,49364,7644,7114,27032,5432,4172,17741,2971,2471,12175.5,5185.5,4705.5
93308,4908,8138,9184,3994,3424,8632,3972,4722,16741,3311,2781,11125.5,5015.5,4995.5
9808,5598,8688,53334,4624,3994,31102,4642,5532,14701,2621,3311,14565.5,5355.5,4745.5
97298,6198,9488,52704,5354,4824,28312,5312,3982,6921,2931,2571,13405.5,5175.5,4515.5
96668,6888,10038,52154,6104,5604,27682,5982,4802,18171,3371,2821,12385.5,4895.5,4795.5
96018,7608,10848,7614,6724,6154,9262,4552,5352,16141,2671,3131,10865.5,5225.5,4565.5
12608,8298,2758,51734,7494,6994,31642,5222,4062,15261,2981,2611,14805.5,4955.5,5115.5
99988,8988,3568,51204,3754,3304,28892,6002,4602,7351,3401,2951,13525.5,4775.5,4875.5
99368,9718,4118,50564,4484,3884,28232,4272,5412,17471,2721,3231,12005.5,5115.5,5165.5
98838,10428,4928,10384,5234,4714,9832,5052,3892,16581,3151,2741,11085.5,4955.5,4925.5
14828,11138,5508,54534,5844,5214,30052,5742,4462,15691,3461,3021,14515.5,5295.5,4685.5
93558,3098,6318,49644,6604,6054,29512,4282,5302,6801,2771,2261,13855.5,5005.5,4975.5
92918,3828,6868,49004,7204,6624,28872,4962,3712,17911,3211,2811,12315.5,5335.5,4745.5
92308,4538,7678,8854,3594,7394,8202,5612,4542,17021,3511,3101,10785.5,5135.5,5025.5
8888,5228,8488,52994,4354,3774,30712,4132,5112,15031,2811,3391,14715.5,4975.5,4795.5
96368,5928,9038,52354,4974,4374,29972,4782,5882,7231,3271,2891,13435.5,5305.5,4815.5
95718,6518,9848,51724,5734,5184,27192,5562,4362,17351,3581,3181,12535.5,5035.5,5125.5
95058,7208,10388,11574,6334,5734,8662,4092,5192,16461,2891,2421,11005.5,5365.5,4915.5
11678,7928,11198,51454,7084,6534,31142,4732,5692,15431,3351,2971,14335.5,5205.5,4705.5
99158,8628,3108,50814,7804,7084,28382,5372,4182,6561,3661,3251,13675.5,4925.5,4945.5
98508,9328,3918,49884,4164,3444,27762,3902,4742,17781,2971,2491,12155.5,5235.5,4735.5
97898,10048,4448,9764,4794,4254,9322,4682,5512,16891,3421,2781,11165.5,5065.5,4505.5
14378,10758,5258,53884,5554,5064,29542,5332,3992,14871,3741,3321,14575.5,5395.5,4745.5
101848,2728,5808,53344,6174,5614,28912,5982,4822,7071,3051,2561,13435.5,5115.5,4535.5
92578,3418,6618,48334,6934,6424,28392,4502,5312,18181,3491,2851,12395.5,4955.5,4845.5
91958,4148,7428,8174,7534,6974,9862,5282,4052,16171,2661,3401,10865.5,5285.5,4825.5
8548,4868,7978,52304,3924,3354,30212,5942,4632,15281,3121,2631,14795.5,5135.5,5135.5
95928,5568,8798,51684,4684,4194,29582,4452,5392,7491,3461,2921,13665.5,4835.5,4945.5
95408,6258,9348,51064,5294,4764,28932,5102,3872,17581,2771,2451,12125.5,5195.5,5235.5
94758,6838,10158,11034,6054,5534,8292,5882,4442,16661,3191,2761,11105.5,4905.5,4995.5
11238,7528,10708,50764,6654,6104,30772,4412,5232,15621,3531,3071,14525.5,5255.5,4765.5
98718,8248,2868,50114,7414,6934,30142,5062,3712,6821,2851,2521,13275.5,5095.5,5055.5
98098,8958,3458,49494,3764,7444,27372,5702,4472,18031,3271,2841,12385.5,5445.5,4815.5
97458,9648,4268,9444,4404,3824,8972,4232,5042,17021,3601,3151,10745.5,5185.5,4575.5
14078,10378,4818,53594,5134,4644,31342,5012,3782,15011,2911,2601,14685.5,5025.5,4865.5
101458,11088,5638,52934,5874,5154,28572,5662,4292,7251,3341,2911,13575.5,5245.5,4625.5
92198,3058,6178,52294,6494,5994,27932,4182,5122,17351,2541,3221,12565.5,5085.5,4655.5
91578,3738,6998,7904,,6564,9512,4822,5692,16431,2961,2681,,4915.5,4945.5
8168,4468,7548,52014,,7324,29862,5602,4362,15531,3421,2981,,5245.5,4705.5
95558,5178,8358,51344,,3704,29212,4132,4932,6611,2621,3311,,4965.5,4985.5
94938,5888,8908,50704,,4284,28572,4782,5762,17851,3041,2551,,5315.5,4745.5
94408,6578,9718,10654,,5044,7932,5432,4192,16951,3501,3101,,5125.5,5035.5
10908,7168,10288,54794,,5874,30442,3952,4772,14901,2691,3391,,4845.5,4795.5
98398,,11128,49774,,6454,29772,4732,5532,7131,3111,,,5185.5,4565.5
97768,,3058,49134,,7214,27002,5382,4012,18251,3571,,,,5115.5
97118,,3818,9104,,3594,8572,6022,4842,16331,2771,,,,4875.5
13698,,4388,53134,,4174,30972,4552,5612,15321,3191,,,,5165.5
101088,,5218,52604,,4964,30352,5332,4092,6531,3531,,,,4925.5
100558,,5988,51954,,5534,27422,5982,4662,17641,2851,,,,4715.5
91278,,6558,7524,,6284,9012,4502,5422,16641,3261,,,,5025.5
,,,,,,31502,,3902,15741,3611,,,,4765.5
,,,,,,28732,,4742,6831,2921,,,,5075.5
,,,,,,28092,,5242,18071,3331,,,,4815.5
,,,,,,9642,,3712,16041,3671,,,,4605.5
,,,,,,29882,,4552,15141,2991,,,,5125.5
,,,,,,29242,,5302,7341,3411,,,,4915.5
,,,,,,28712,,3782,17431,2611,,,,5175.5
,,,,,,,,,,,,,,4955.5
,,,,,,,,,,,,,,4695.5
,,,,,,,,,,,,,,5035.5
,,,,,,,,,,,,,,4795.5
,,,,,,,,,,,,,,4555.5
,,,,,,,,,,,,,,4845.5
