SWEPT-1024B,FIXED-1024B,SWEPT-128B,FIXED-128B,SWEPT-12B,FIXED-12B
21.14232,34.91142,12.0113,23.13182,28.79324,NA
21.14174,14.91938,29.01538,3.13386,1.8098,NA
21.143,24.92558,16.01848,13.13906,4.78564,NA
21.15416,34.93058,3.01918,23.14128,6.787,NA
20.2451,14.9263,20.02272,3.146,8.80432,NA
19.23908,24.93046,7.02568,13.14934,10.80594,NA
18.2433,34.94136,24.0281,23.15196,12.8021,NA
17.24848,14.94448,11.0324,3.15464,14.79848,NA
16.24862,24.94712,28.03506,13.15956,16.82066,NA
15.2545,34.95508,15.03654,23.16212,18.82152,NA
14.25334,14.94558,32.04094,3.16666,20.8182,NA
13.2592,24.95654,19.04308,13.16928,22.81484,NA
12.25626,34.96106,6.04524,23.17222,24.59986,NA
11.2723,14.96432,23.04854,3.17642,25.6226,NA
10.26702,24.96032,10.9039,13.17932,26.6226,NA
8.73402,34.97084,28.90622,23.18278,27.62014,NA
36.74058,14.96788,16.90978,3.18698,28.61644,NA
34.7377,24.97042,4.91176,13.1906,29.6128,NA
32.74914,34.98244,22.9142,23.19276,30.6354,NA
30.7488,14.98458,10.91776,3.196,1.64288,NA
28.74262,24.9808,28.92076,13.20102,2.63354,NA
26.7503,34.99172,17.26738,23.20294,3.06234,NA
24.75642,14.99568,6.26904,3.20746,3.05876,NA
22.76246,24.99832,25.27258,13.20948,3.0595,NA
20.05172,35.00558,14.27552,23.2138,3.08124,NA
17.05464,14.99614,3.27826,3.21754,3.07864,NA
14.05024,25.00822,22.27988,13.22066,3.0747,NA
11.05984,35.00456,11.28432,23.2253,3.07144,NA
38.06666,15.00776,30.84832,3.22786,3.0724,NA
35.05674,25.01958,20.85088,13.23086,3.09452,NA
32.06784,35.02258,10.853,23.23562,2.70582,NA
29.06232,15.02634,30.85656,3.23862,1.70262,NA
26.06886,25.02962,20.8592,13.24164,30.69822,NA
22.25988,35.0339,10.86178,23.24596,29.7205,NA
18.252,15.03354,31.50582,3.24902,28.72092,NA
14.25492,25.0397,22.50864,13.2525,27.71816,NA
10.265,35.04304,13.51036,23.25618,26.7143,NA
36.26664,15.04302,4.51328,3.25914,25.711,NA
32.26946,25.04262,25.51658,13.2623,24.28986,NA
28.27214,35.05816,16.51876,23.2653,22.29054,NA
24.2685,15.05684,7.52068,3.26982,20.28746,NA
20.27776,25.05996,28.62866,13.27226,18.2841,NA
15.5158,35.06,20.6313,23.27632,16.28052,NA
10.51878,15.06762,12.63376,3.27928,14.3028,NA
35.51386,25.06218,4.63606,13.2827,12.30324,NA
30.52472,35.07088,26.63976,23.28604,10.3006,NA
25.52294,15.07456,18.64142,3.28974,8.2968,NA
20.52578,25.08096,10.974,13.29342,5.67604,NA
15.53184,35.07972,3.97622,23.2968,2.6982,NA
10.53574,15.08828,26.97954,3.29924,29.69824,NA
35.53802,25.08346,19.98214,13.30364,26.69518,NA
30.23954,35.0877,12.98452,23.30646,23.69164,NA
24.236,15.09866,5.98668,3.31036,20.69182,NA
18.24516,25.10278,28.99056,13.31294,17.7108,NA
12.24726,35.10954,21.99262,23.31684,14.10356,NA
36.2504,15.10916,15.46346,3.32118,10.10074,NA
30.25316,25.10826,9.4668,13.32384,6.09742,NA
24.25956,35.11146,3.46972,23.32746,2.09738,NA
18.258,15.11166,27.47166,3.33156,28.11512,NA
12.26092,25.12294,21.47364,13.33438,24.11594,NA
36.02264,35.12588,15.47688,23.33852,20.11298,NA
29.0286,15.12552,9.98482,3.34072,16.10938,NA
22.03286,25.13226,4.98828,13.34476,12.1097,NA
15.02586,35.1384,29.99146,23.348,8.12806,NA
8.03614,15.14066,24.99326,3.35152,4.12872,NA
31.03244,25.13752,19.99704,13.3546,30.12516,NA
24.03916,35.14604,14.9989,23.35864,26.12106,NA
16.86598,15.14658,10.002,3.36096,22.12174,NA
8.86892,25.1536,5.35478,13.3657,18.14406,NA
30.87156,35.1613,31.3582,23.36832,13.28532,NA
22.87444,15.16098,27.3599,3.37292,8.2818,NA
14.87742,25.15638,23.36308,13.37438,3.2787,NA
36.88024,35.16756,19.36542,23.37992,28.27836,NA
28.88326,15.17142,15.36842,3.38302,23.3006,NA
20.88184,25.17414,11.37008,13.38546,18.29762,NA
12.8786,35.17766,7.37316,23.38972,13.29426,NA
34.66058,15.17354,3.37558,3.3933,8.29046,NA
25.65892,25.17716,29.37814,13.3959,3.20628,NA
16.65444,35.18846,25.38138,23.40014,27.22358,NA
37.66488,15.1885,21.38436,3.40338,21.22478,NA
28.66616,25.18718,17.38598,13.40702,15.2211,NA
19.67034,35.19924,13.3893,23.40938,9.21728,NA
9.72508,15.2018,9.39128,3.41338,3.2394,NA
29.729,25.19806,5.39456,13.41702,27.23942,NA
19.72736,35.21314,31.39682,23.42074,21.23654,NA
9.73002,15.21196,27.39772,3.42446,14.83044,NA
29.73628,25.2154,24.32922,13.42748,7.83068,NA
19.74006,35.21552,21.33214,23.43088,30.8481,NA
9.73574,15.22274,18.3355,3.4338,23.8491,NA
29.40034,25.21722,15.3362,13.4374,16.84626,NA
18.40758,35.22146,12.33898,23.44194,9.8422,NA
37.40628,15.22892,9.54216,3.44482,2.84296,NA
26.40918,25.23582,7.54312,13.44806,25.63566,NA
15.41216,35.23646,5.54658,23.45238,17.63672,NA
34.40598,15.24008,3.54948,3.45598,9.63352,NA
22.74206,25.24008,31.55184,13.45854,1.63002,NA
10.73316,35.24298,29.55484,23.46184,23.62996,NA
28.74402,15.24602,27.55838,3.46548,15.65186,NA
16.74334,25.24936,25.55908,13.46852,7.64892,NA
34.74986,35.26482,23.56238,23.47152,29.64478,NA
22.75128,15.26396,21.56386,3.4758,21.64106,NA
10.75582,25.26714,20.3527,13.4789,13.66366,NA
28.7547,35.26752,19.3541,23.4837,5.06208,NA
16.76058,15.27476,18.35646,3.48546,26.0588,NA
34.76776,25.27048,17.35918,13.4893,17.05518,NA
21.91072,35.27718,16.3617,23.49306,8.05544,NA
8.91806,15.27748,15.36574,3.49636,29.07322,NA
25.9216,25.28806,14.36778,13.49938,20.074,NA
12.92002,35.29188,14.16474,23.50288,11.07102,NA
29.92536,15.29172,14.16682,3.5067,2.06742,NA
16.92826,25.29876,14.16956,13.5106,23.06734,NA
33.93256,35.30238,14.17366,23.5132,14.0896,NA
20.93486,15.29762,14.17556,3.51752,5.08656,NA
37.93808,25.30824,14.17822,13.5198,26.08258,NA
24.86114,35.316,14.77394,23.52384,17.0791,NA
10.86386,15.3161,15.77648,3.52684,7.86586,NA
26.86324,25.31874,16.78002,13.52982,27.88288,NA
12.86908,35.32294,17.78306,23.5338,17.88404,NA
28.86464,15.32604,18.78396,3.53726,7.8805,NA
14.8741,25.32866,19.78764,13.5407,27.88044,NA
30.8769,35.32528,20.89978,23.54462,17.89884,NA
16.87626,15.3325,22.9043,3.54706,7.89918,NA
32.87998,25.33174,24.90614,13.5514,27.89552,NA
18.09036,35.34008,26.9091,23.55494,17.72796,NA
33.09548,15.34696,28.91002,3.5581,6.72796,NA
18.0974,25.34996,31.31106,13.56118,25.7499,NA
33.10054,35.35374,4.31298,23.56514,14.7464,NA
18.10644,15.34902,7.31582,3.56782,3.74376,NA
33.10592,25.3604,10.3185,13.57182,22.73884,NA
18.10482,35.36804,13.32104,23.57456,11.73986,NA
33.11154,15.35848,16.32248,3.57968,30.59636,NA
17.1246,25.36262,19.32628,13.5816,18.59332,NA
31.12676,35.37042,22.42454,23.5858,6.58984,NA
15.13118,15.37814,26.42882,3.58898,24.58946,NA
29.13368,25.38042,30.43066,13.59242,12.60776,NA
13.13014,35.38328,4.432,23.59652,30.60774,NA
27.14366,15.38398,8.43524,3.59944,18.60468,NA
11.14188,25.39032,12.43692,13.6027,6.60172,NA
25.14472,35.39514,16.44018,23.60656,24.27566,NA
8.34782,15.39508,20.44326,3.60904,11.29418,NA
21.34698,25.40086,24.57866,13.61248,28.29426,NA
34.35294,35.39788,29.58022,23.6169,15.29114,NA
17.3567,15.40088,4.5825,3.62008,2.2875,NA
30.35896,25.40852,9.58548,13.6235,19.30924,NA
13.36158,35.41916,14.58756,23.62754,6.30936,NA
26.36862,15.41838,19.58986,3.63056,22.67462,NA
9.35934,25.4221,24.59246,13.63312,8.67132,NA
21.9312,35.42598,29.59532,23.63848,24.67094,NA
33.93396,15.42882,4.59686,3.64108,10.68902,NA
15.92772,25.43194,10.2197,13.64302,26.68958,NA
27.9385,35.43216,16.22404,23.64746,12.68572,NA
9.94228,15.43668,22.22548,3.65142,28.68208,NA
21.93698,25.4426,28.2283,13.65432,14.6825,NA
33.94358,35.43844,4.23036,23.65862,29.70394,NA
15.00374,15.4469,10.23206,3.66132,14.70456,NA
26.00312,25.44528,16.39606,13.66534,29.70054,NA
37.00628,35.45704,23.39922,23.6688,14.7008,NA
18.0091,15.46056,30.40264,3.67206,29.71904,NA
29.00826,25.4551,7.40298,13.67526,14.71956,NA
10.01362,35.47164,14.40674,23.6778,29.71556,NA
21.014,15.47086,21.40858,3.68198,14.41304,NA
32.02086,25.47346,28.41066,13.68502,28.41348,NA
12.54118,35.47702,5.43914,23.68962,12.43498,NA
22.5471,15.48124,13.44154,3.69294,26.4319,NA
32.54616,25.4841,21.44486,13.69574,10.42792,NA
12.54642,35.4841,29.44756,23.69988,24.42754,NA
22.55162,15.49184,NA,3.70246,8.446,NA
32.22896,25.48616,NA,13.70556,22.44642,NA
11.23172,35.49256,NA,23.71048,6.44308,NA
20.22666,15.49864,NA,3.713,20.40688,NA
29.23014,25.50554,NA,13.71648,3.40736,NA
8.24046,35.50864,NA,23.71962,16.42862,NA
17.24294,15.50354,NA,3.72338,29.4248,NA
26.2394,25.5085,NA,13.72624,12.42182,NA
35.24624,35.52238,NA,23.7301,25.42096,NA
14.18854,15.52234,NA,3.73402,8.43952,NA
22.19682,25.52372,NA,13.73642,21.4396,NA
30.19556,35.52488,NA,23.74132,4.43672,NA
8.1944,15.53272,NA,3.74384,17.432,NA
16.20066,25.53192,NA,13.74676,30.4325,NA
NA,35.53532,NA,23.7515,13.02606,NA
NA,15.53888,NA,3.75426,25.02274,NA
NA,25.54526,NA,13.75664,7.01924,NA
NA,35.55024,NA,23.76148,19.01862,NA
NA,15.55056,NA,3.76446,31.0363,NA
NA,25.55306,NA,13.76686,13.03752,NA
NA,35.56008,NA,23.77144,25.03342,NA
NA,15.5598,NA,3.77472,7.03006,NA
NA,25.56306,NA,13.7775,19.02986,NA
NA,35.5744,NA,23.78144,30.35446,NA
NA,15.56596,NA,3.78542,NA,NA
NA,25.57632,NA,13.78866,NA,NA
NA,35.57712,NA,23.7923,NA,NA
NA,15.58402,NA,3.79596,NA,NA
NA,25.58396,NA,13.7989,NA,NA
NA,35.5907,NA,23.8021,NA,NA
NA,15.59504,NA,3.80514,NA,NA
NA,25.59786,NA,13.80898,NA,NA
NA,35.60264,NA,23.81286,NA,NA
NA,15.60186,NA,3.81698,NA,NA
NA,25.60482,NA,13.81916,NA,NA
NA,35.61202,NA,23.82322,NA,NA
NA,15.6111,NA,3.82586,NA,NA
NA,25.61544,NA,13.83024,NA,NA
NA,35.6236,NA,23.83226,NA,NA
NA,15.61928,NA,3.83746,NA,NA
NA,25.6288,NA,13.84044,NA,NA
NA,35.6287,NA,23.84448,NA,NA
NA,15.63858,NA,3.84692,NA,NA
NA,25.63936,NA,13.85028,NA,NA
NA,35.63468,NA,23.85434,NA,NA
NA,15.64704,NA,3.85796,NA,NA
NA,25.64942,NA,13.86134,NA,NA
NA,35.65334,NA,23.86534,NA,NA
NA,15.64878,NA,3.86702,NA,NA
NA,25.65998,NA,13.87152,NA,NA
NA,35.66402,NA,23.87398,NA,NA
NA,15.66752,NA,3.87738,NA,NA
NA,25.67002,NA,13.88204,NA,NA
NA,35.6671,NA,23.8846,NA,NA
NA,15.67664,NA,3.88844,NA,NA
NA,25.68016,NA,13.89194,NA,NA
NA,35.68052,NA,23.89648,NA,NA
NA,15.68728,NA,3.89834,NA,NA
NA,25.68704,NA,13.90222,NA,NA
NA,35.69016,NA,23.90688,NA,NA
NA,15.6945,NA,3.90814,NA,NA
NA,25.70014,NA,13.9127,NA,NA
NA,35.7011,NA,23.91664,NA,NA
NA,15.7047,NA,3.91912,NA,NA
NA,25.71082,NA,13.9238,NA,NA
NA,35.7158,NA,23.92692,NA,NA
NA,15.71126,NA,3.9302,NA,NA
NA,25.71836,NA,13.93266,NA,NA
NA,35.72994,NA,23.93682,NA,NA
NA,15.72906,NA,3.93964,NA,NA
NA,25.73174,NA,13.94378,NA,NA
NA,35.7359,NA,23.94784,NA,NA
NA,15.73124,NA,3.95106,NA,NA
NA,25.73612,NA,13.95386,NA,NA
NA,35.73886,NA,23.9577,NA,NA
NA,15.74962,NA,3.96116,NA,NA
NA,25.75124,NA,13.96484,NA,NA
NA,35.75656,NA,23.96834,NA,NA
NA,15.75992,NA,3.97126,NA,NA
NA,25.75552,NA,13.9745,NA,NA
NA,35.7662,NA,23.97822,NA,NA
NA,15.76998,NA,3.9813,NA,NA
NA,25.76592,NA,13.98526,NA,NA
NA,35.78086,NA,23.98734,NA,NA
NA,15.7812,NA,3.99226,NA,NA
NA,25.78338,NA,13.99542,NA,NA
NA,35.77954,NA,23.99878,NA,NA
NA,15.79062,NA,4.00194,NA,NA
NA,25.78724,NA,14.00488,NA,NA
NA,35.7968,NA,24.00972,NA,NA
NA,15.79334,NA,4.013,NA,NA
NA,25.80388,NA,14.017,NA,NA
NA,35.8049,NA,24.0201,NA,NA
NA,15.81228,NA,4.02234,NA,NA
NA,25.81054,NA,14.02632,NA,NA
NA,35.81942,NA,24.02926,NA,NA
NA,15.8211,NA,4.0335,NA,NA
NA,25.82174,NA,14.03614,NA,NA
NA,35.82928,NA,24.03984,NA,NA
NA,15.8322,NA,4.04418,NA,NA
NA,25.83496,NA,14.0477,NA,NA
NA,35.83144,NA,24.0506,NA,NA
NA,15.84528,NA,4.05364,NA,NA
NA,25.84614,NA,14.05706,NA,NA
NA,35.8484,NA,24.06144,NA,NA
NA,15.85246,NA,4.06356,NA,NA
NA,25.85552,NA,14.0683,NA,NA
NA,35.85326,NA,24.0719,NA,NA
NA,15.85982,NA,4.07506,NA,NA
NA,25.86648,NA,14.07704,NA,NA
NA,35.8701,NA,24.0813,NA,NA
NA,15.8644,NA,4.08494,NA,NA
NA,25.86964,NA,14.08826,NA,NA
NA,35.88452,NA,24.09096,NA,NA
NA,15.88348,NA,4.09474,NA,NA
NA,25.87934,NA,14.09834,NA,NA
NA,35.88732,NA,24.10238,NA,NA
NA,15.89342,NA,4.10566,NA,NA
NA,25.89364,NA,14.10908,NA,NA
NA,35.89346,NA,24.11202,NA,NA
NA,15.90442,NA,4.11576,NA,NA
NA,25.90746,NA,14.11972,NA,NA
NA,35.9112,NA,24.12312,NA,NA
NA,15.9113,NA,4.1264,NA,NA
NA,25.9099,NA,14.12874,NA,NA
NA,35.9164,NA,24.13268,NA,NA
NA,15.92108,NA,4.13642,NA,NA
NA,25.92238,NA,14.13854,NA,NA
NA,35.93602,NA,24.14178,NA,NA
NA,15.93208,NA,4.14774,NA,NA
NA,25.93872,NA,14.15004,NA,NA
NA,35.93874,NA,24.15476,NA,NA
NA,15.94588,NA,4.158,NA,NA
NA,25.94916,NA,14.15988,NA,NA
NA,35.94418,NA,24.16422,NA,NA
NA,15.9566,NA,4.1667,NA,NA
NA,25.95836,NA,14.1706,NA,NA
NA,35.9631,NA,24.17386,NA,NA
NA,15.95864,NA,4.17744,NA,NA
NA,25.96986,NA,14.18068,NA,NA
NA,35.97388,NA,24.1839,NA,NA
NA,15.97312,NA,4.18814,NA,NA
NA,25.98024,NA,14.1917,NA,NA
NA,35.98422,NA,24.19504,NA,NA
NA,15.9867,NA,4.19764,NA,NA
NA,25.9905,NA,14.2012,NA,NA
NA,35.98998,NA,24.20454,NA,NA
NA,15.99678,NA,4.2087,NA,NA
NA,25.9973,NA,14.2114,NA,NA
NA,36.00106,NA,24.21574,NA,NA
NA,16.0003,NA,4.21938,NA,NA
NA,26.00286,NA,14.22286,NA,NA
NA,36.01092,NA,24.2258,NA,NA
NA,16.01498,NA,4.22874,NA,NA
NA,26.02142,NA,14.2331,NA,NA
NA,36.02564,NA,24.23584,NA,NA
NA,16.02782,NA,4.24024,NA,NA
NA,26.03144,NA,14.2423,NA,NA
NA,36.0388,NA,24.246,NA,NA
NA,16.03926,NA,4.25066,NA,NA
NA,26.04152,NA,14.2525,NA,NA
NA,36.042,NA,24.25734,NA,NA
NA,16.04878,NA,4.26012,NA,NA
NA,26.05232,NA,14.26316,NA,NA
NA,36.0479,NA,24.26814,NA,NA
NA,16.05946,NA,4.27032,NA,NA
NA,26.06198,NA,14.2737,NA,NA
NA,36.06246,NA,24.2766,NA,NA
NA,16.07028,NA,4.28068,NA,NA
NA,26.07254,NA,14.28382,NA,NA
NA,36.07704,NA,24.28742,NA,NA
NA,16.07654,NA,4.2916,NA,NA
NA,26.07622,NA,14.29444,NA,NA
NA,36.09074,NA,24.29718,NA,NA
NA,16.08188,NA,4.30114,NA,NA
NA,26.08596,NA,14.3047,NA,NA
NA,36.08838,NA,24.30794,NA,NA
NA,16.10056,NA,4.3121,NA,NA
NA,26.10418,NA,14.31496,NA,NA
NA,36.10674,NA,24.32006,NA,NA
NA,16.11072,NA,4.3224,NA,NA
NA,26.11398,NA,14.32472,NA,NA
NA,36.11904,NA,24.33042,NA,NA
NA,16.12158,NA,4.33288,NA,NA
NA,26.12534,NA,14.3362,NA,NA
NA,36.12936,NA,24.3384,NA,NA
NA,16.13138,NA,4.34298,NA,NA
NA,26.13072,NA,14.34552,NA,NA
NA,36.14222,NA,24.34892,NA,NA
NA,16.13878,NA,4.35388,NA,NA
NA,26.1451,NA,14.35616,NA,NA
NA,36.1493,NA,24.36058,NA,NA
NA,16.1519,NA,4.3642,NA,NA
NA,26.15564,NA,14.3664,NA,NA
NA,36.15048,NA,24.37124,NA,NA
NA,16.1557,NA,4.3734,NA,NA
NA,26.1655,NA,14.37642,NA,NA
NA,36.16682,NA,24.38068,NA,NA
NA,16.16526,NA,4.38392,NA,NA
NA,26.17628,NA,14.38774,NA,NA
NA,36.18056,NA,24.3907,NA,NA
NA,16.1831,NA,4.39322,NA,NA
NA,26.18356,NA,14.39816,NA,NA
NA,36.19436,NA,24.40076,NA,NA
NA,16.19412,NA,4.4052,NA,NA
NA,26.19622,NA,14.40736,NA,NA
NA,36.19634,NA,24.41154,NA,NA
NA,16.20666,NA,4.41546,NA,NA
NA,26.2073,NA,14.41714,NA,NA
NA,36.20286,NA,24.4226,NA,NA
NA,16.21468,NA,4.42582,NA,NA
NA,26.21004,NA,14.42762,NA,NA
NA,36.21366,NA,24.4332,NA,NA
NA,16.22144,NA,4.43566,NA,NA
NA,26.22856,NA,14.43844,NA,NA
NA,36.23116,NA,24.44198,NA,NA
NA,16.23498,NA,4.44616,NA,NA
NA,26.23838,NA,14.44948,NA,NA
NA,36.23538,NA,24.45198,NA,NA
NA,16.24484,NA,4.45666,NA,NA
NA,26.24828,NA,14.4593,NA,NA
NA,36.25142,NA,24.46332,NA,NA
NA,16.25532,NA,4.46632,NA,NA
NA,26.25924,NA,14.47,NA,NA
NA,36.2624,NA,24.47458,NA,NA
NA,16.26216,NA,4.47678,NA,NA
