"ll-115200-dma-debug","ll-115200-dma-minsize","ll-115200-dma-release","ll-115200-irq-debug","ll-115200-irq-minsize","ll-115200-irq-release","ll-115200-poll-debug","ll-115200-poll-minsize","ll-115200-poll-release"
1163180,1053700,1139340,1064220,1055020,1046180,1060770,1051070,1044410
1091180,1147670,1136760,1063160,1053680,1044800,1059670,1049820,1051520
1176020,1144140,1051250,1061860,1052360,1052200,1067040,1048500,1050370
1166840,1140750,1136650,1060560,1051040,1050840,1065730,1047370,1049050
1158020,1057160,1134090,1067640,1049740,1049540,1064460,1054530,1047740
1086040,1142430,1140110,1066360,1048420,1048280,1063410,1053260,1046400
1179330,1138880,1054640,1065140,1047100,1046980,1061890,1051830,1045130
1170370,1144170,1140060,1063680,1054500,1045600,1060600,1050800,1052290
1161180,1060470,1137460,1062620,1053140,1053020,1059500,1049310,1051170
1089270,1145890,1134890,1061320,1051820,1051660,1066300,1048140,1049830
1174120,1142350,1049340,1068380,1050500,1050300,1065010,1046610,1048490
1164940,1138850,1143490,1067060,1049180,1048960,1063840,1053980,1047270
1156130,1055290,1140920,1065740,1047820,1047700,1062880,1052860,1045950
1092870,1140570,1138340,1064440,1055220,1046380,1061440,1051350,1044600
1177390,1145720,1052820,1063380,1053900,1045020,1059700,1049990,1051980
1168600,1142300,1138210,1062120,1052600,1052460,1067100,1048670,1050590
1159330,1058610,1135610,1060780,1051260,1051080,1065660,1047410,1049300
1087500,1143910,1132990,1067840,1049960,1049760,1064470,1054750,1047980
1172340,1140480,1056200,1066580,1048640,1048400,1063410,1053480,1046640
1171840,1137070,1141630,1065360,1047320,1047200,1061910,1052140,1045300
1162620,1053350,1139060,1063900,1054740,1045820,1060600,1050990,1052630
1091070,1147310,1136370,1062840,1053360,1053220,1059530,1049680,1051390
1175570,1143920,1050970,1061540,1052040,1051860,1067000,1048410,1049880
1166400,1140380,1136390,1059980,1050680,1050520,1065590,1046830,1048800
1157680,1056820,1142430,1067280,1049380,1049300,1064460,1054440,1047490
1085650,1142080,1139840,1065960,1048060,1047900,1062740,1053080,1046100
1178860,1138570,1054310,1064640,1046760,1046600,1061310,1051790,1044810
1170060,1143870,1139750,1063620,1054120,1045220,1060090,1050500,1052120
1161110,1060140,1137140,1062280,1052820,1052640,1067440,1048970,1050760
1089120,1145530,1134510,1061000,1051500,1051280,1065930,1047600,1049520
1173660,1141980,1049110,1068060,1050180,1049960,1064640,1046260,1048130
1164850,1138580,1143160,1066800,1048860,1048640,1063560,1053870,1046840
1155630,1054850,1140570,1065580,1047500,1047420,1061980,1052390,1045500
1092400,1140250,1137980,1064120,1054900,1046060,1060690,1051210,1052730
1177190,1145430,1052450,1063060,1053540,1044700,1059530,1049660,1051580
1168010,1142020,1137870,1061760,1052340,1052080,1067070,1048580,1050270
1159200,1058260,1135290,1060200,1051020,1050740,1065640,1047120,1048780
1087210,1143670,1141320,1067500,1049660,1049520,1064440,1054470,1047660
1171730,1140120,1055910,1066180,1048320,1048160,1062770,1053320,1046390
1171590,1136720,1141340,1064860,1047000,1046820,1061980,1051980,1044960
1162360,1061710,1138760,1063840,1054420,1045460,1060660,1050410,1052310
1090400,1147090,1136060,1062520,1053080,1052840,1058900,1049180,1051000
1175280,1143570,1050560,1061220,1051780,1051500,1066440,1048060,1049670
1166380,1140060,1136100,1068280,1050460,1050240,1065100,1046720,1048470
1157140,1056500,1142130,1067040,1049160,1048920,1063950,1053910,1047140
1085150,1141790,1139550,1065800,1047780,1047580,1062370,1052800,1045720
1178830,1138230,1054020,1064320,1055180,1046260,1061100,1051260,1044450
1169650,1143520,1139480,1063340,1053820,1044900,1059950,1049920,1051850
1160480,1059780,1136900,1061960,1052500,1052320,1067340,1048610,1050560
1088600,1145190,1134220,1060420,1051180,1050940,1065810,1047340,1049000
1173470,1141630,1048700,1067720,1049840,1049740,1064540,1054690,1047810
1164290,1138240,1142870,1066400,1048540,1048360,1063470,1053540,1046370
1163850,1054520,1140300,1065080,1047220,1047020,1061910,1051960,1045290
1091940,1139950,1137580,1064060,1054640,1045780,1060620,1050910,1052550
1176880,1145030,1052190,1062740,1053320,1053040,1059540,1049430,1051300
1167750,1141640,1137590,1061440,1051960,1051720,1066350,1048020,1049910
1158560,1058040,1134980,1059780,1050620,1050500,1065100,1046770,1048620
1086990,1143320,1141010,1067160,1049320,1049160,1063910,1054050,1047300
1171480,1139760,1055490,1065860,1048000,1047780,1062950,1052810,1045990
1171130,1136370,1141040,1064540,1046680,1046480,1061470,1051660,1044620
1162170,1061390,1138370,1063500,1054040,1045140,1060250,1050190,1052090
1090180,1146660,1135790,1062180,1052700,1052520,1067590,1048760,1050700
1175090,1143240,1050250,1060640,1051400,1051200,1066080,1047700,1049460
1165920,1139710,1135690,1067940,1050080,1049960,1064810,1055080,1047910
1156720,1056130,1141840,1066640,1048760,1048580,1063740,1053790,1046590
1085140,1141390,1139130,1065300,1047440,1047240,1062130,1052450,1045420
1178350,1137990,1053720,1064260,1054860,1046020,1060820,1051130,1052770
1169460,1143170,1139150,1062960,1053540,1044660,1059840,1049530,1051460
1160220,1059590,1136570,1061640,1052200,1051940,1066570,1048330,1050000
1088310,1144840,1133860,1060000,1050860,1050720,1065780,1046970,1048840
1173220,1141310,1057110,1067380,1049540,1049380,1064490,1054560,1047350
1164260,1137920,1142530,1066100,1048220,1048040,1062810,1053200,1046180
1163850,1054180,1139910,1064760,1046900,1046680,1061330,1051900,1044940
1091810,1148290,1137350,1063720,1054260,1045460,1060130,1050300,1052290
1176620,1144740,1051820,1062400,1052940,1052720,1067480,1049070,1051000
1167410,1141250,1137240,1060860,1051620,1051500,1066560,1047920,1049660
1158240,1057670,1134650,1068220,1050300,1050140,1065180,1046610,1048350
1086680,1142940,1140680,1066840,1049000,1048820,1063980,1053790,1046950
1171220,1139520,1055200,1065520,1047660,1047440,1062470,1052690,1045730
1170840,1135990,1140620,1064540,1055100,1046240,1061130,1051070,1044320
1162010,1061000,1138030,1063180,1053760,1044860,1059960,1049820,1051650
1090170,1146410,1135490,1061860,1052420,1052280,1067310,1048530,1050220
1174620,1142870,1049960,1060220,1051080,1050900,1065810,1047400,1048890
1165790,1139460,1135390,1067600,1049760,1049540,1064540,1054520,1047580
1156520,1055740,1141440,1066320,1048420,1048220,1063440,1053250,1046500
1093310,1141150,1138870,1065000,1047080,1047000,1061910,1051840,1045110
1178190,1146350,1053350,1063940,1054480,1045660,1060620,1050780,1052290
1168980,1142780,1138800,1062620,1053160,1052960,1058920,1049470,1051190
1159780,1059200,1136180,1061080,1051860,1051620,1066520,1047880,1049660
1088220,1144590,1133620,1059760,1050520,1050400,1065160,1046640,1048490
1172630,1141070,1056710,1067060,1049240,1049040,1064010,1054010,1047150
1163810,1137640,1142260,1065760,1047900,1047700,1062410,1052910,1045930
1163260,1053950,1139600,1064700,1046540,1046440,1061040,1051380,1044570
1091270,1147920,1137000,1063400,1053940,1045080,1059920,1050040,1051970
1176270,1144380,1051490,1062100,1052600,1052480,1067250,1048720,1050630
1167100,1140990,1136930,1060440,1051260,1051120,1065760,1047460,1049240
1158270,1057280,1134350,1067840,1049940,1049800,1064470,1054690,1048040
1086220,1142700,1140360,1066520,1048640,1048440,1063400,1053420,1046480
1179420,1139150,1054850,1065260,1047320,1047220,1061890,1052320,1045310
1170610,1135730,1140380,1064160,1054700,1045880,1060720,1050840,1052750
1161350,1060730,1137810,1062860,1053380,1053180,1059620,1049740,1051440
1089770,1146120,1135080,1061300,1052080,1051960,1067040,1048110,1050070
1174280,1142590,1049610,1059960,1050760,1050580,1065600,1047080,1048810
1165310,1139060,1143790,1067280,1049420,1049220,1064370,1054420,1047440
1156100,1055480,1141170,1065980,1048080,1048000,1062650,1052820,1046100
1092920,1140840,1138480,1064920,1046760,1046640,1061240,1051530,1044760
1177750,1146010,1053050,1063620,1054160,1045300,1060040,1050260,1052210
1168540,1142500,1138510,1062320,1052840,1052720,1067400,1049160,1050820
1159770,1058930,1135920,1060740,1051520,1051360,1066510,1047630,1049350
1087780,1144210,1133210,1068060,1050200,1049980,1065150,1046290,1048030
1172650,1140650,1056460,1066740,1048900,1048780,1063450,1053900,1046900
1163520,1137270,1141870,1065540,1047580,1047400,1062540,1052540,1045600
1163110,1053540,1139280,1064380,1054940,1046060,1061180,1051270,1052950
1091200,1147670,1136620,1062760,1053620,1044720,1059360,1049690,1051630
1175990,1144130,1051190,1061520,1052280,1052100,1066830,1048620,1050290
1166760,1140710,1136610,1060200,1050940,1050780,1065400,1047110,1048930
1157950,1056990,1142650,1067500,1049620,1049440,1064210,1054470,1047710
1085990,1142380,1140080,1066180,1048320,1048120,1063180,1053320,1046300
1179220,1138870,1054550,1065160,1046980,1046900,1061720,1051990,1045010
1170420,1144030,1139980,1063820,1054380,1045540,1060480,1050410,1052380
1161170,1060440,1137380,1062540,1053060,1052940,1058850,1049190,1051090
1089180,1145690,1134820,1060960,1051760,1051580,1066400,1048040,1049800
1174030,1142290,1049260,1068280,1050440,1050220,1065060,1046720,1048460
1164800,1138850,1143430,1066960,1049120,1049000,1063910,1053910,1047100
1155820,1055130,1140780,1065720,1047800,1047620,1062310,1052810,1045840
1092610,1140520,1138170,1064260,1055160,1046300,1060970,1051280,1044430
1177520,1145690,1052760,1063300,1053840,1044940,1059840,1049940,1051830
1168350,1142160,1138210,1061740,1052520,1052320,1067220,1048620,1050320
1159150,1058590,1135590,1060380,1051200,1050980,1065760,1047360,1049130
1087560,1143830,1132890,1067720,1049880,1049720,1064500,1054700,1047690
1171980,1140420,1056090,1066400,1048580,1048400,1063450,1053580,1046400
1171920,1136990,1141520,1065380,1047260,1047040,1061990,1052010,1045060
1162700,1053270,1138940,1064040,1054680,1045740,1060680,1050630,1052600
1090750,1147230,1136360,1062760,1053340,1053100,1059600,1049620,1051100
1175650,1143830,1050850,1061180,1052040,1051760,1066400,1048000,1049920
1166670,1140300,1136270,1059880,1050720,1050420,1065060,1046750,1048660
1157410,1056700,1142400,1067120,1049340,1049200,1063890,1054130,1047340
1085470,1141960,1139700,1065800,1048020,1047840,1062930,1052790,1046000
1179090,1138560,1054200,1064780,1046700,1046480,1061470,1051470,1044680
1169840,1143780,1139760,1063440,1054120,1045280,1060250,1050200,1051860
1161030,1060050,1137060,1061920,1052800,1052540,1067600,1048790,1050760
1089070,1145460,1134440,1060540,1051500,1051200,1066050,1047740,1049370
1173530,1141910,1049040,1067900,1050160,1049980,1064850,1055070,1048150
1164720,1138490,1143080,1066620,1048860,1048680,1063740,1053490,1046600
1155520,1054750,1140490,1065560,1047480,1047320,1062160,1052470,1045280
1092440,1140170,1137830,1064220,1054880,1045980,1060830,1050850,1052870
1177220,1145340,1052420,1062940,1053520,1053400,1059700,1049600,1051510
1168020,1141930,1137840,1061320,1052180,1052000,1067100,1048530,1050170
1158830,1058210,1135280,1060080,1050880,1050680,1065660,1047160,1048690
1086900,1143600,1141300,1067340,1049560,1049440,1064470,1054320,1047540
1171900,1140080,1055760,1066020,1048260,1048080,1062750,1052960,1046270
1171540,1136570,1141190,1065020,1046920,1046720,1061310,1051640,1044740
1162330,1061680,1138600,1063660,1054340,1045500,1060210,1050380,1052080
1090320,1146960,1136040,1062140,1053020,1052760,1067590,1049270,1050760
1175210,1143410,1050510,1060760,1051720,1051400,1066030,1047740,1049690
1166310,1139990,1135940,1068120,1050400,1050180,1064720,1046400,1048350
1156970,1056390,1142040,1066800,1049060,1048820,1063650,1054020,1046960
1085400,1141640,1139440,1065780,1047720,1047480,1062100,1052680,1045740
1178650,1138240,1053920,1064440,1055100,1046220,1060780,1051350,1044190
1169520,1143420,1139330,1063140,1053760,1044900,1059660,1049750,1051660
1160350,1059720,1136740,1061540,1052420,1052300,1067060,1048440,1050220
1088770,1145100,1134180,1060240,1051100,1050980,1065620,1047170,1049020
1173260,1141550,1048650,1067560,1049780,1049600,1064430,1054520,1047760
1164410,1138130,1142830,1066240,1048480,1048280,1063490,1053250,1046490
1163890,1054570,1140240,1065240,1047120,1046920,1061910,1051840,1045130
1091960,1148540,1137500,1063900,1054520,1045700,1060620,1050790,1052310
1176930,1144980,1052150,1062380,1053180,1052960,1058900,1049470,1051170
1167660,1141580,1137470,1060980,1051820,1051740,1066420,1047890,1049910
1158520,1057840,1134880,1059700,1050520,1050380,1065080,1046650,1048500
1086600,1143240,1140920,1067020,1049200,1049020,1063910,1054020,1047040
1171470,1139690,1055500,1065980,1047900,1047800,1062300,1052920,1045960
1171050,1136340,1140900,1064660,1046660,1046480,1060960,1051390,1044600
1162260,1061320,1138330,1063360,1053920,1045180,1059810,1050050,1051910
1090260,1146580,1135740,1061760,1052700,1052460,1067210,1048730,1050630
1174730,1143150,1050220,1060460,1051400,1051140,1065840,1047460,1049130
1165980,1139720,1135640,1067840,1050020,1049880,1064550,1054690,1047950
1156770,1055970,1141670,1066460,1048700,1048500,1063470,1053420,1046640
1093640,1141380,1139120,1065460,1047380,1047180,1061920,1052080,1045180
1178430,1137860,1053560,1064120,1054780,1045940,1060600,1051030,1052530
1169190,1143150,1139090,1062580,1053480,1053220,1059500,1049550,1051440
1160040,1059450,1136510,1061200,1052100,1051980,1066950,1048140,1050060
1088120,1144720,1133780,1059920,1050780,1050600,1065490,1047110,1048760
1173120,1141220,1057010,1067240,1049460,1049260,1064290,1054240,1047450
1163930,1137840,1142450,1066220,1048160,1047920,1062620,1052900,1046180
1163490,1054110,1139840,1064880,1046800,1046680,1061340,1051560,1044820
1091530,1148210,1137280,1063580,1054200,1045340,1060120,1050300,1052120
1176420,1144670,1051740,1061980,1052840,1052740,1067470,1048870,1050660
1167520,1141230,1137170,1060700,1051520,1051420,1065970,1047820,1049460
1158190,1057520,1134650,1068000,1050200,1050060,1064700,1046500,1048220
1086630,1142940,1140670,1066680,1048980,1048700,1063620,1053690,1046950
1179870,1139390,1055140,1065660,1047660,1047480,1062070,1052370,1045400
1170780,1135990,1140590,1064340,1054920,1046100,1060730,1051220,1044230
1161580,1060990,1137970,1062800,1053640,1044780,1059600,1049680,1051670
1090020,1146260,1135410,1061420,1052320,1052160,1067050,1048590,1050300
1174480,1142870,1049880,1060140,1051020,1050840,1065640,1047140,1048980
1165430,1139300,1135310,1067460,1049660,1049460,1064520,1054490,1047720
1156650,1055720,1141380,1066440,1048360,1048240,1062790,1053340,1046300
1093070,1140990,1138790,1065100,1047020,1046880,1061970,1052000,1045010
1178050,1146170,1053310,1063800,1054400,1045520,1060630,1050420,1052360
1169060,1142780,1138730,1062200,1053100,1052920,1058880,1049200,1051050
1159830,1059060,1136100,1060920,1051760,1051580,1066400,1048040,1049710
1087780,1144490,1133540,1068220,1050460,1050260,1065060,1046720,1048250
1172730,1140920,1056660,1066920,1049140,1048940,1063890,1053910,1047150
1163510,1137440,1142090,1065880,1047840,1047600,1062310,1052810,1045760
1163140,1053860,1139520,1064560,1055240,1046400,1060950,1051280,1044520
1091570,1147860,1136930,1063020,1053920,1045080,1059850,1049940,1051770
1176060,1144310,1051420,1061640,1052600,1052340,1067340,1048620,1050510
1166980,1140920,1136850,1060420,1051300,1051020,1065840,1047360,1049160
1158190,1057190,1134230,1067660,1049980,1049800,1064550,1054710,1047840
1086360,1142600,1140330,1066660,1048600,1048460,1063490,1053560,1046500
1179500,1139060,1054800,1065320,1047280,1047100,1061930,1051980,1045280
1170600,1135650,1140230,1064020,1054640,1045760,1060610,1050930,1052540
1161320,1060640,1137660,1062420,1053320,1053160,1059510,1049420,1051290
1089330,1146030,1135070,1061140,1052000,1051820,1066960,1048020,1050020
1174290,1142520,1049550,1059780,1050680,1050460,1065520,1046780,1048590
1165140,1139100,1143620,1067300,1049360,1049200,1063710,1054060,1047320
1156350,1055370,1141040,1066040,1048060,1047880,1062870,1052810,1046010
1093090,1140760,1138420,1064740,1046700,1046540,1061430,1051520,1044640
1177560,1145910,1052910,1063240,1054100,1045200,1060190,1050370,1051870
1168500,1142500,1138440,1062080,1052780,1052580,1067560,1049030,1050770
1159540,1058780,1135790,1060820,1051440,1051240,1066010,1047460,1049360
1087500,1144180,1133200,1068040,1050140,1049920,1064740,1046450,1048090
1172420,1140620,1056330,1066820,1048820,1048700,1063660,1053610,1046820
1163280,1137200,1141760,1065480,1047500,1047320,1062110,1052270,1045520
1162850,1053480,1139170,1064180,1054860,1045960,1060760,1051130,1052880
1090860,1147470,1136600,1062920,1053540,1044720,1059660,1049570,1051320
1175770,1144050,1051050,1061360,1052220,1052000,1067060,1048350,1050030
1166890,1140630,1136590,1060000,1050920,1050800,1065720,1046980,1048690
1157630,1056870,1142630,1067520,1049600,1049420,1064470,1054560,1047540
1085660,1142270,1140040,1066260,1048280,1048080,1062750,1053060,1046060
1179380,1138710,1054530,1064940,1046960,1046760,1061320,1051740,1044860
1170090,1144010,1139950,1063680,1054360,1045440,1060150,1050590,1052260
1160940,1060310,1137340,1062320,1053060,1052840,1067520,1049010,1050970
1089340,1145730,1134750,1061040,1051740,1051500,1066610,1047960,1049630
1173760,1142190,1049240,1068260,1050420,1050160,1065200,1046480,1048290
1164950,1138700,1143400,1067040,1049060,1048920,1063410,1053970,1046820
1155710,1055140,1140800,1065720,1047740,1047560,1062540,1052660,1045680
1092530,1140390,1138070,1064400,1055080,1046200,1061180,1051390,1044430
1177440,1145550,1052680,1063140,1053780,1044960,1060090,1049810,1051540
1168280,1142150,1138130,1061620,1052460,1052240,1066780,1048500,1050370
1159100,1058400,1135510,1060220,1051120,1051000,1066010,1047250,1049150
1087260,1143820,1132850,1067720,1049820,1049660,1064740,1054590,1047830
1172100,1140280,1056060,1066480,1048500,1048320,1063020,1053440,1046470
1171620,1136870,1141480,1065160,1047180,1046960,1061540,1051870,1045130
1162810,1053270,1138920,1063900,1054580,1045700,1060340,1050840,1052320
1090860,1147240,1136210,1062540,1053240,1053000,1059310,1049500,1051170
1175380,1143720,1050820,1061260,1051900,1051740,1066780,1048180,1049830
1166610,1140310,1136270,1059940,1050560,1050420,1065370,1046600,1048510
1157380,1056590,1142290,1067260,1049240,1049080,1064290,1053980,1047050
1085460,1141890,1139720,1065940,1047920,1047740,1062600,1052730,1045960
1178700,1138480,1054180,1064380,1046640,1046420,1061210,1051320,1044620
1169920,1143640,1139610,1063360,1054040,1045200,1059980,1050290,1051930
1160970,1060020,1136970,1061860,1052740,1052440,1067330,1048980,1050560
1088970,1145290,1134350,1060440,1051360,1051220,1065830,1047380,1049300
1173460,1141860,1048960,1067940,1050040,1049860,1064560,1054730,1047960
1164650,1138450,1143010,1066700,1048720,1048520,1063500,1053450,1046620
1155470,1054730,1140420,1065380,1047380,1047300,1061950,1052110,1045370
1092220,1140140,1137830,1064120,1054760,1045900,1060610,1050820,1052650
1177090,1145290,1052290,1062760,1053420,1053300,1059530,1049720,1051220
1167900,1141850,1137710,1061460,1052080,1051940,1067100,1048400,1050090
1159100,1058130,1135140,1060160,1050780,1050600,1065660,1046800,1048800
1087100,1143510,1141160,1067460,1049460,1049380,1063830,1054270,1047490
1171590,1139970,NA,1066160,1048140,1047980,1062890,1052900,1046090
1171430,1136560,NA,1064840,1046820,1046660,1061430,1051590,1044750
1162200,1061560,NA,1063580,1054200,1045420,1060190,1050320,1052170
1090210,1146950,NA,1062000,1052900,1052700,1067550,1048890,1050810
1175130,1143420,NA,1060660,1051580,1051460,1066020,1047830,1049540
1166220,1139910,NA,1068160,1050240,1050080,1064710,1046520,1048030
1156990,1056290,NA,1066940,1048900,1048740,1063650,1053730,1046920
1085080,1141560,NA,1065600,1047600,1047400,1062050,1052380,1045640
1178450,1138140,NA,1064320,1054980,1046200,1060830,1051230,1052970
1169680,1143310,NA,1063040,1053660,1044840,1059710,1049670,1051560
1160440,1059750,NA,1061680,1052340,1052140,1067110,1048600,1050360
1088560,1145010,NA,1060380,1051020,1050900,1065670,1047140,1048810
1173370,1141560,NA,1067680,1049720,1049540,1064450,1054490,1047730
1164180,1138010,NA,1066380,1048400,1048200,1062780,1053360,1046300
1163700,1054430,NA,1065060,1047080,1046960,1061960,1051740,1044990
1091760,1139700,NA,1063800,1054500,1045580,1060650,1050470,1052340
